item_id,order_id,product_id,quantity,unit_price,discount_percent
2525,855,103,1,502.1,16.64
2526,856,20,3,464.08,17.16
2527,856,23,5,443.96,12.62
2528,856,118,3,1132.5,13.2
2529,856,13,-3,239.25,24.65
2530,857,31,3,100.73,8.14
2531,857,148,4,479.71,1.42
2532,857,16,2,669.43,0.58
2533,857,32,5,32.93,42.22
2534,857,26,4,123.93,15.97
2535,858,40,3,103.12,4.6
2536,858,53,2,224.18,6.45
2537,859,39,3,273.7,3.65
2538,859,16,5,811.94,7.22
2539,860,128,3,147.32,12.54
2540,860,45,3,395.5,4.85
2541,860,118,4,757.13,10.57
2542,860,44,3,117.79,67.73
2543,860,49,5,387.43,7.86
2544,861,34,5,140.35,3.32
2545,861,62,4,657.71,17.33
2546,861,20,3,565.28,12.62
2547,862,27,2,334.82,2.33
2548,863,24,2,217.49,6.87
2549,863,96,4,207.35,86.87
2550,864,108,3,308.25,15.98
2551,864,47,3,608.27,18.68
2552,864,56,1,640.06,57.59
2553,864,50,5,153.31,3.33
2554,864,94,5,397.3,85.63
2555,865,97,3,513.68,2.46
2556,865,61,3,818.98,3.47
2557,865,130,4,251.19,17.57
2558,866,45,5,604.49,7.49
2559,866,65,1,33.48,1.22
2560,866,113,1,337.97,13.02
2561,866,53,2,285.41,11.38
2562,867,13,5,184.6,3.93
2563,867,87,5,681.68,97.97
2564,868,123,4,17.75,14.9
2565,868,137,1,213.21,0.26
2566,869,100,5,931.05,44.59
2567,869,30,1,680.01,85.83
2568,869,7,4,347.55,0.74
2569,869,97,4,514.98,8.76
2570,870,149,2,103.35,99.09
2571,870,3,1,151.89,5.27
2572,870,27,4,314.47,12.42
2573,871,131,1,515.9,5.29
2574,871,59,5,349.58,17.01
2575,871,35,4,184.92,15.05
2576,871,29,3,317.63,12.95
2577,872,22,4,248.39,16.84
2578,872,72,5,709.47,97.98
2579,872,70,2,38.7,6.44
2580,873,70,4,43.13,3.41
2581,873,117,3,655.11,9.38
2582,873,83,5,497.93,44.36
2583,873,121,-3,149.44,36.9
2584,873,112,3,945.15,6.33
2585,874,59,3,521.43,0.51
2586,874,146,3,583.12,12.38
2587,874,15,4,396.6,8.38
2588,875,79,-4,15.9,17.14
2589,875,120,5,478.68,13.27
2590,875,101,3,368.31,17.53
2591,876,72,1,562.08,12.13
2592,876,89,4,601.0,16.02
2593,877,121,5,117.2,14.45
2594,877,117,3,870.26,17.92
2595,878,65,2,29.08,16.36
2596,878,144,3,192.43,16.91
2597,878,91,4,304.33,17.04
2598,878,40,5,105.86,12.42
2599,879,110,5,717.12,1.05
2600,879,84,2,487.09,0.76
2601,879,42,-5,741.14,57.04
2602,879,54,2,736.16,14.8
2603,879,102,3,687.1,6.81
2604,880,124,3,283.25,7.03
2605,880,97,4,812.34,5.96
2606,881,37,2,70.77,1.38
2607,881,6,5,160.43,10.43
2608,881,102,3,1095.36,3.77
2609,882,130,5,210.47,88.43
2610,882,11,2,320.27,16.07
2611,883,16,3,676.07,6.03
2612,883,130,4,208.32,1.59
2613,884,51,2,649.62,58.04
2614,884,23,4,489.65,8.26
2615,884,57,4,132.02,6.84
2616,884,121,4,115.56,6.62
2617,884,142,2,99.73,2.22
2618,885,65,1,27.63,38.18
2619,885,52,3,350.76,4.93
2620,885,92,2,234.02,65.28
2621,886,53,1,205.18,6.3
2622,887,119,-4,11.73,16.01
2623,888,4,3,310.82,82.49
2624,888,99,5,215.53,93.25
2625,888,113,4,513.46,4.89
2626,888,73,2,773.73,17.83
2627,889,64,4,142.87,18.36
2628,889,14,1,412.63,15.5
2629,889,45,5,458.1,2.23
2630,889,150,2,595.89,15.33
2631,890,22,1,414.86,5.53
2632,890,77,4,224.12,29.85
2633,890,92,3,225.26,0.12
2634,890,99,3,173.05,19.57
2635,890,86,5,515.3,6.6
2636,891,3,5,247.9,2.5
2637,891,18,4,591.01,93.33
2638,891,129,2,283.04,64.17
2639,891,121,1,151.34,13.95
2640,892,80,4,170.6,16.57
2641,893,62,1,739.01,29.81
2642,893,70,5,41.1,14.92
2643,893,109,3,733.35,3.55
2644,893,11,2,448.62,13.33
2645,894,33,4,852.48,18.41
2646,894,144,1,192.89,10.42
2647,895,18,3,739.04,1.62
2648,895,89,5,853.58,19.61
2649,895,92,4,370.18,25.09
2650,895,120,3,575.41,2.39
2651,895,29,1,331.68,8.31
2652,896,48,3,1062.56,7.46
2653,896,34,1,156.93,14.53
2654,897,146,4,523.97,10.51
2655,897,116,5,155.82,14.79
2656,897,80,4,219.17,16.2
2657,897,143,3,593.28,17.5
2658,898,47,1,711.59,0.43
2659,898,89,4,563.07,14.37
2660,899,29,2,523.68,1.81
2661,900,109,3,669.99,8.4
2662,900,63,2,49.27,41.72
2663,900,120,3,548.13,12.41
2664,900,5,5,80.33,0.04
2665,900,135,1,33.36,4.34
2666,901,121,-2,115.35,14.19
2667,901,53,4,189.84,2.55
2668,902,88,5,624.12,0.26
2669,902,106,5,64.16,17.14
2670,903,85,2,817.24,17.49
2671,903,130,1,318.5,76.21
2672,903,106,5,65.73,12.75
2673,903,36,4,637.87,18.77
2674,903,18,2,612.45,3.17
2675,904,149,2,94.7,12.22
2676,904,132,5,726.26,16.65
2677,904,72,2,506.52,13.33
2678,905,52,3,439.53,68.93
2679,906,107,3,592.11,15.67
2680,906,116,3,135.36,1.23
2681,906,26,2,113.21,6.6
2682,907,75,2,193.48,10.11
2683,907,139,2,314.73,1.48
2684,907,19,5,786.24,5.36
2685,908,63,1,67.08,8.28
2686,909,36,4,579.51,6.56
2687,909,131,5,551.25,85.74
2688,909,43,3,618.76,77.87
2689,910,66,4,979.54,88.14
2690,910,82,5,827.65,6.8
2691,911,150,3,616.97,14.9
2692,912,49,5,541.74,0.31
2693,912,37,3,61.5,0.61
2694,912,54,5,1001.34,8.2
2695,912,145,4,299.15,8.77
2696,912,94,-2,273.69,4.47
2697,913,141,2,431.57,12.36
2698,913,26,4,95.92,16.39
2699,914,52,2,332.38,22.38
2700,915,93,1,898.52,6.95
2701,915,108,3,356.88,86.2
2702,915,124,4,357.93,26.06
2703,915,1,2,361.52,25.13
2704,916,2,4,868.15,66.11
2705,916,88,5,801.12,2.49
2706,916,70,3,31.3,96.76
2707,916,109,4,983.57,6.32
2708,916,141,5,779.74,11.27
2709,917,14,3,562.49,14.67
2710,917,79,1,22.56,19.32
2711,917,4,4,234.25,6.4
2712,917,24,2,278.47,5.66
2713,917,76,5,677.55,19.39
2714,918,71,5,395.99,21.9
2715,918,27,1,361.1,66.03
2716,918,54,2,776.89,8.66
2717,918,28,1,428.47,6.0
2718,918,148,5,426.74,5.65
2719,919,81,5,284.03,14.57
2720,919,145,2,245.91,8.95
2721,920,120,4,666.92,10.47
2722,920,100,1,1076.74,16.63
2723,920,111,-2,472.01,9.41
2724,920,10,4,51.81,13.05
2725,921,136,2,195.96,75.62
2726,922,115,4,785.33,0.44
2727,922,3,3,229.95,2.34
2728,923,27,5,377.43,16.58
2729,923,20,4,450.51,19.75
2730,924,142,5,153.57,6.39
2731,924,35,1,156.62,18.16
2732,924,9,1,134.43,43.79
2733,924,59,1,425.47,5.33
2734,924,16,2,723.94,17.61
2735,925,49,3,488.62,18.96
2736,926,25,3,78.78,14.38
2737,926,80,3,191.76,10.36
2738,926,81,3,190.66,16.87
2739,927,147,1,166.41,8.66
2740,927,13,2,239.31,6.4
2741,927,29,4,401.8,36.83
2742,927,134,5,113.57,4.05
2743,927,94,1,478.0,43.39
2744,928,46,3,884.48,4.97
2745,929,89,2,767.63,4.88
2746,929,97,3,541.98,9.04
2747,929,52,3,469.41,14.45
2748,930,35,-2,205.16,19.91
2749,930,104,2,752.24,13.3
2750,930,50,4,201.01,13.76
2751,930,138,4,792.61,14.72
2752,930,140,2,730.5,12.65
2753,931,54,3,934.77,56.03
2754,932,48,2,1055.65,3.1
2755,932,106,3,69.29,19.26
2756,932,135,2,21.23,0.02
2757,932,25,4,54.06,57.98
2758,933,129,3,272.62,53.92
2759,934,82,2,501.88,1.02
2760,934,138,4,623.28,91.49
2761,935,39,5,173.89,11.59
2762,935,111,4,413.6,82.83
2763,935,122,4,426.78,14.78
2764,935,49,3,336.54,17.01
2765,935,84,5,389.28,62.51
2766,936,113,5,479.48,3.5
2767,936,99,-2,267.11,3.54
2768,936,13,3,217.48,13.29
2769,937,54,5,741.89,46.91
2770,937,20,2,456.47,94.47
2771,937,102,4,734.61,82.54
2772,937,52,4,329.02,9.03
2773,938,66,1,660.18,71.33
2774,938,57,4,128.34,8.63
2775,939,135,3,24.12,0.27
2776,939,71,4,460.31,19.03
2777,940,42,1,945.83,10.54
2778,940,148,4,562.25,14.95
2779,941,47,1,652.14,12.74
2780,942,68,5,200.68,7.59
2781,942,86,3,480.61,8.33
2782,942,52,5,392.44,9.41
2783,942,131,2,627.74,1.12
2784,943,71,5,448.63,14.85
2785,943,40,1,89.1,12.84
2786,944,119,5,14.07,24.39
2787,945,89,1,793.66,1.89
2788,946,87,1,776.2,6.34
2789,946,60,1,336.56,17.33
2790,946,57,3,157.67,3.13
2791,946,51,2,584.74,10.98
2792,946,32,2,30.11,19.99
2793,947,36,5,528.49,3.16
2794,947,29,2,360.99,32.76
2795,947,113,2,520.42,74.98
2796,948,17,2,180.52,3.37
2797,948,60,4,509.23,4.79
2798,948,76,3,710.37,18.63
2799,948,62,2,772.69,5.14
2800,948,14,5,448.65,11.24
2801,949,135,1,27.89,16.42
2802,949,5,4,87.07,11.82
2803,949,49,3,558.09,1.14
2804,950,131,1,604.77,12.53
2805,950,127,4,176.02,5.2
2806,950,28,3,520.29,11.36
2807,951,121,3,160.56,20.04
2808,952,92,5,324.97,10.6
2809,952,101,4,338.71,15.61
2810,952,136,4,191.96,13.51
2811,953,97,2,483.55,0.16
2812,953,15,5,285.12,7.11
2813,953,75,5,181.05,5.64
2814,953,121,5,110.25,8.04
2815,954,102,4,767.2,8.61
2816,954,85,5,824.12,74.06
2817,955,51,3,453.1,11.07
2818,955,103,2,448.7,3.13
2819,955,121,5,108.84,0.23
2820,955,134,3,137.59,14.81
2821,956,11,5,470.6,17.59
2822,956,134,1,122.27,80.97
2823,956,138,3,733.19,14.55
2824,956,89,4,800.13,76.09
2825,957,11,3,360.69,19.53
2826,957,148,4,628.78,38.49
2827,957,107,1,914.61,5.02
2828,957,118,2,1179.31,18.08
2829,957,137,1,213.38,14.92
2830,958,29,3,502.64,85.55
2831,958,128,1,163.61,15.86
2832,958,81,4,293.93,8.49
2833,959,26,4,84.42,2.37
2834,959,100,3,829.23,14.28
2835,959,82,1,869.14,16.18
2836,959,130,5,350.74,2.87
2837,959,119,1,10.99,11.24
2838,960,131,5,361.46,0.52
2839,960,94,1,443.45,19.99
2840,960,43,3,480.13,1.23
2841,960,67,2,55.46,2.48
2842,960,148,5,460.75,9.86
2843,961,112,3,697.8,16.95
2844,962,79,3,12.63,8.21
2845,962,1,1,243.45,19.38
2846,962,2,5,744.78,10.48
2847,963,46,3,1017.78,9.07
2848,963,144,3,171.86,9.71
2849,964,39,4,272.9,19.84
2850,964,96,3,254.9,16.73
2851,964,30,2,705.56,1.34
2852,964,123,3,11.15,13.92
2853,964,50,5,123.28,16.13
2854,965,31,1,97.92,28.95
2855,965,143,1,443.82,3.16
2856,965,83,1,291.26,90.04
2857,965,50,4,209.0,2.95
2858,966,113,2,493.9,14.13
2859,967,27,3,275.23,15.22
2860,967,113,4,311.88,18.34
2861,967,111,2,456.98,9.74
2862,967,55,4,282.43,3.36
2863,968,9,1,153.88,4.64
2864,968,37,5,73.16,17.72
2865,968,90,4,674.64,80.69
2866,968,80,5,135.11,13.64
2867,969,6,3,113.38,7.86
2868,969,101,3,205.12,19.81
2869,969,28,2,414.55,1.11
2870,969,82,4,629.98,19.4
2871,970,2,2,645.82,13.04
2872,970,84,4,574.32,33.49
2873,970,60,5,490.8,9.33
2874,971,94,1,325.53,0.64
2875,972,116,4,169.33,11.16
2876,972,58,5,683.85,16.64
2877,972,48,1,737.74,1.11
2878,973,94,2,419.79,11.24
2879,973,128,3,113.36,19.1
2880,973,3,5,233.21,13.97
2881,974,112,4,693.24,0.7
2882,974,45,3,621.25,8.74
2883,974,82,5,839.8,19.04
2884,974,144,5,164.45,5.01
2885,974,102,1,1010.31,80.26
2886,975,65,1,39.61,13.75
2887,975,86,3,529.85,27.72
2888,975,136,3,161.95,18.32
2889,976,64,3,171.97,0.78
2890,976,39,1,328.48,26.98
2891,976,37,2,87.56,12.31
2892,977,70,3,39.55,17.29
2893,977,12,1,618.64,10.31
2894,977,143,5,441.35,10.42
2895,977,65,-5,37.7,17.45
2896,977,64,5,97.41,1.61
2897,978,73,1,823.94,13.9
2898,978,7,3,301.85,4.43
2899,979,111,1,428.11,6.07
2900,979,10,-2,77.29,91.26
2901,979,48,4,1079.27,15.52
2902,979,28,1,412.64,14.54
2903,979,61,2,660.21,45.7
2904,980,131,3,529.96,7.78
2905,980,144,2,138.8,72.4
2906,980,68,4,245.15,7.08
2907,981,108,4,438.57,12.63
2908,982,6,5,145.13,23.51
2909,982,74,4,82.01,27.07
2910,983,136,5,257.75,88.77
2911,984,58,2,967.22,19.58
2912,984,6,4,149.21,18.63
2913,985,56,5,597.49,15.59
2914,986,65,1,41.08,4.0
2915,986,83,1,412.74,12.67
2916,986,140,2,630.99,10.61
2917,986,102,5,636.34,43.34
2918,987,96,5,239.86,45.85
2919,987,98,2,649.38,1.66
2920,987,51,3,482.95,53.24
2921,987,46,5,992.54,19.31
2922,988,144,1,150.0,1.61
2923,988,9,4,126.19,86.75
2924,988,42,-4,960.53,5.35
2925,988,35,3,190.25,99.4
2926,989,64,2,176.03,2.47
2927,989,19,4,1039.6,12.74
2928,989,8,4,731.4,5.14
2929,990,35,1,149.85,10.19
2930,990,14,4,641.56,1.78
2931,990,25,5,65.21,15.72
2932,990,21,2,76.47,18.65
2933,991,35,2,220.06,26.37
2934,991,84,4,434.74,9.12
2935,992,93,1,941.25,17.55
2936,992,115,1,1196.05,30.9
2937,992,87,2,1040.86,23.03
2938,993,137,2,201.55,74.81
2939,993,126,4,577.12,13.84
2940,993,139,5,210.05,15.83
2941,993,130,4,208.64,14.03
2942,994,46,2,960.05,99.08
2943,994,135,3,25.88,14.25
2944,995,75,1,164.75,10.34
2945,995,106,4,108.02,22.48
2946,995,114,5,157.85,6.56
2947,995,116,2,162.81,71.23
2948,996,113,3,513.98,61.88
2949,996,45,4,557.99,8.02
2950,996,59,5,370.81,5.84
2951,997,127,2,265.84,0.41
2952,997,119,1,9.73,74.24
2953,997,146,4,551.71,7.9
2954,997,22,3,355.84,2.15
2955,997,123,1,14.46,1.96
2956,998,131,-3,540.15,13.89
2957,999,70,4,46.89,5.86
2958,999,41,5,407.81,14.08
2959,1000,77,1,261.87,9.13
2960,1000,133,2,1091.58,65.25
2961,1001,53,4,227.54,13.6
2962,1001,61,2,595.14,16.42
2963,1001,84,3,450.11,0.96
2964,1002,3,5,212.92,0.1
2965,1003,20,4,333.94,11.53
2966,1003,47,3,983.17,14.16
2967,1003,131,4,603.59,15.16
2968,1003,8,1,654.88,3.41
2969,1004,95,2,810.67,4.36
2970,1004,100,2,800.48,18.34
2971,1005,37,4,82.66,0.21
2972,1005,93,1,988.67,3.52
2973,1005,84,5,384.77,7.72
2974,1006,19,5,653.25,18.64
2975,1006,47,5,698.78,18.33
2976,1006,97,3,594.0,15.24
2977,1006,23,1,463.83,7.86
2978,1007,56,2,740.7,99.06
2979,1007,5,1,73.72,51.04
2980,1007,16,1,968.22,10.03
2981,1007,101,3,340.71,3.91
2982,1008,64,2,160.07,11.61
2983,1008,107,4,808.56,6.69
2984,1008,94,5,410.41,9.48
2985,1008,41,5,400.08,15.31
2986,1009,84,5,352.87,9.57
2987,1010,33,2,895.17,4.24
2988,1011,101,4,349.97,3.13
2989,1011,131,5,607.3,35.97
2990,1012,22,3,259.55,15.93
2991,1012,35,4,165.12,7.29
2992,1012,18,2,476.91,7.23
2993,1012,135,5,24.42,0.52
2994,1013,50,2,183.19,23.55
2995,1013,2,5,919.21,9.96
2996,1013,39,2,228.28,12.98
2997,1013,38,2,893.9,17.01
2998,1014,69,4,427.43,4.91
2999,1014,106,1,122.92,14.52
3000,1014,71,5,306.88,6.32
3001,1014,93,3,990.86,6.77
3002,1015,4,1,216.0,12.84
3003,1016,125,1,761.53,16.23
3004,1016,126,4,595.77,15.72
3005,1016,67,3,47.77,30.03
3006,1016,65,3,42.38,4.58
3007,1017,148,2,491.26,1.49
3008,1017,38,-2,938.41,88.61
3009,1017,40,3,119.45,96.36
3010,1017,111,3,312.86,0.08
3011,1018,34,5,141.36,5.39
3012,1018,107,4,803.37,8.19
3013,1018,7,-5,379.26,11.61
3014,1018,123,1,13.35,97.7
3015,1019,100,5,830.08,7.0
3016,1019,112,3,828.49,13.6
3017,1020,116,5,147.42,5.28
3018,1020,30,5,697.93,43.51
3019,1020,63,3,56.87,9.55
3020,1021,72,2,564.16,8.89
3021,1021,61,1,833.71,1.63
3022,1021,113,5,481.64,7.47
3023,1021,41,5,385.79,73.05
3024,1022,11,3,454.07,7.6
3025,1022,8,3,473.61,1.34
3026,1022,16,3,995.2,12.57
3027,1022,83,4,305.8,61.01
3028,1022,4,1,336.64,6.72
3029,1023,96,3,271.51,18.65
3030,1023,50,5,119.49,16.21
3031,1024,48,4,974.37,9.41
3032,1024,31,5,65.04,9.52
3033,1024,104,4,647.02,9.38
3034,1024,1,5,388.07,16.91
3035,1024,135,5,27.48,9.97
3036,1025,86,3,480.6,0.93
3037,1025,3,5,207.62,17.89
3038,1025,15,1,389.9,44.14
3039,1026,47,2,724.21,28.96
3040,1026,38,3,1019.93,14.76
3041,1027,128,2,137.7,19.14
3042,1027,31,4,66.01,6.31
3043,1027,18,5,720.04,9.21
3044,1027,118,5,1038.84,9.9
3045,1028,52,4,342.87,2.84
3046,1028,141,5,799.84,45.34
3047,1028,1,1,307.47,17.04
3048,1029,107,5,623.17,4.85
3049,1029,115,1,1132.23,86.51
3050,1029,47,3,618.2,16.28
3051,1029,17,1,170.98,11.47
3052,1030,22,2,245.83,13.77
3053,1030,58,5,677.86,40.8
3054,1030,122,5,316.24,15.57
3055,1031,32,4,37.79,18.69
3056,1031,109,3,1063.67,7.11
3057,1031,114,3,120.36,6.37
3058,1031,42,4,861.85,7.08
3059,1031,51,-1,463.89,16.06
3060,1032,129,3,302.78,34.26
3061,1032,141,3,736.22,0.93
3062,1032,17,-3,252.27,28.63
3063,1032,7,4,375.97,6.06
3064,1032,139,4,230.96,2.38
3065,1033,23,3,463.87,1.79
3066,1034,5,3,56.5,82.93
3067,1034,71,3,302.76,11.74
3068,1034,113,4,278.15,11.41
3069,1035,99,3,235.73,12.98
3070,1036,11,3,391.24,6.09
3071,1036,58,5,931.39,3.84
3072,1036,101,2,264.1,15.46
3073,1036,55,2,256.3,17.44
3074,1036,144,4,190.14,60.75
3075,1037,9,2,174.21,10.98
3076,1038,141,2,759.08,1.02
3077,1038,140,1,653.74,57.95
3078,1038,107,2,605.76,19.05
3079,1039,30,1,454.6,5.88
3080,1039,102,2,859.91,2.02
3081,1039,105,3,1143.1,3.07
3082,1039,137,1,131.71,8.43
3083,1039,144,4,214.74,3.44
3084,1040,150,5,744.75,7.28
3085,1040,91,5,278.89,9.03
3086,1041,60,1,541.1,27.77
3087,1041,57,1,115.72,5.05
3088,1041,23,4,383.52,5.25
3089,1041,87,2,877.95,34.5
3090,1042,37,5,98.87,21.92
3091,1042,107,4,859.3,50.6
3092,1042,74,2,65.91,54.76
3093,1042,95,2,728.81,14.72
3094,1042,66,2,956.05,0.05
3095,1043,73,3,547.25,69.38
3096,1043,31,2,72.24,6.83
3097,1043,80,2,133.56,14.4
3098,1043,112,2,842.77,17.26
3099,1044,89,3,559.61,96.77
3100,1044,19,2,988.85,7.36
3101,1044,3,5,241.06,5.48
3102,1045,45,4,451.68,13.85
3103,1045,4,5,234.66,2.11
3104,1045,113,2,374.58,24.75
3105,1045,41,4,241.4,14.42
3106,1045,121,4,162.88,10.13
3107,1046,32,4,48.89,3.02
3108,1046,149,3,124.63,7.29
3109,1046,75,3,176.82,19.76
3110,1046,99,4,206.05,81.5
3111,1046,138,1,949.78,8.09
3112,1047,113,1,372.1,14.22
3113,1047,129,1,294.34,6.83
3114,1047,54,2,882.57,3.79
3115,1047,48,3,991.03,17.74
3116,1048,132,-4,792.8,0.23
3117,1049,109,1,1000.03,52.85
3118,1049,35,5,187.8,3.88
3119,1050,91,2,265.32,1.88
3120,1051,63,1,49.69,8.53
3121,1051,67,2,47.53,1.19
3122,1051,23,2,404.49,3.49
3123,1051,82,4,702.25,2.89
3124,1052,27,4,515.14,79.21
3125,1052,141,1,803.74,6.03
3126,1052,38,1,841.57,12.27
3127,1053,128,5,171.95,7.08
3128,1053,5,4,80.84,7.48
3129,1053,102,2,791.04,39.13
3130,1053,35,2,130.11,95.38
3131,1053,135,2,19.75,9.07
3132,1054,51,1,619.7,0.52
3133,1054,149,4,92.93,9.65
3134,1054,5,3,78.91,6.53
3135,1055,134,2,160.61,17.8
3136,1055,137,2,178.65,3.46
3137,1055,136,2,269.13,0.74
3138,1055,44,2,119.02,17.86
3139,1056,95,4,812.74,5.37
3140,1056,75,1,160.2,16.6
3141,1056,61,3,819.46,41.11
3142,1056,22,5,300.09,7.19
3143,1057,5,5,78.93,87.45
3144,1057,72,4,727.89,1.08
3145,1057,87,4,1086.44,87.88
3146,1058,93,-2,698.66,75.74
3147,1058,129,5,282.48,4.88
3148,1059,104,2,1007.47,6.54
3149,1059,8,-4,530.47,97.18
3150,1059,24,5,209.63,14.86
3151,1060,99,2,181.5,5.86
3152,1060,103,2,363.81,47.54
3153,1061,31,3,59.75,12.07
3154,1061,150,3,409.0,89.6
3155,1061,76,-3,770.83,16.17
3156,1061,82,2,809.75,7.3
3157,1062,23,2,364.77,94.52
3158,1062,121,2,156.6,15.67
3159,1062,111,1,325.94,14.85
3160,1063,44,2,149.34,8.92
3161,1064,74,4,69.76,3.02
3162,1064,21,5,121.06,9.86
3163,1064,78,3,22.33,6.32
3164,1064,149,5,125.91,18.49
3165,1065,30,1,484.86,1.87
3166,1065,103,3,342.59,80.6
3167,1065,142,3,147.34,8.79
3168,1065,64,2,132.21,9.4
3169,1065,26,3,74.59,0.01
3170,1066,103,5,409.97,0.1
3171,1066,83,1,446.62,18.66
3172,1066,80,1,168.2,4.13
3173,1066,82,1,509.61,21.32
3174,1067,24,1,249.92,24.44
3175,1067,134,5,152.18,8.44
3176,1068,8,1,742.42,18.6
3177,1069,75,4,168.16,17.04
3178,1069,34,4,182.82,76.23
3179,1069,103,1,548.32,99.86
3180,1070,75,5,126.32,84.3
3181,1070,102,3,637.03,7.92
3182,1070,112,3,773.42,80.67
3183,1071,90,4,874.36,84.55
3184,1071,26,4,85.04,92.54
3185,1071,87,4,1064.7,79.25
3186,1071,39,-1,296.47,5.76
3187,1071,61,2,695.57,13.07
3188,1072,75,2,176.36,0.24
3189,1072,109,5,988.02,48.35
3190,1073,148,5,583.83,19.68
3191,1073,83,3,442.62,12.77
3192,1073,116,4,120.57,22.29
3193,1073,97,5,688.55,12.06
3194,1074,25,5,79.05,95.12
3195,1075,20,3,323.49,15.9
3196,1075,124,1,265.4,10.37
3197,1076,102,5,759.3,6.55
3198,1076,143,3,369.43,18.43
3199,1076,147,1,141.19,3.07
3200,1076,115,1,876.78,87.88
3201,1076,69,2,331.58,12.71
3202,1077,89,1,782.1,18.45
3203,1078,46,5,1155.37,1.08
3204,1078,125,2,534.09,96.0
3205,1078,132,4,1077.53,2.79
3206,1078,7,2,267.33,3.71
3207,1079,125,-2,730.02,15.13
3208,1079,128,4,103.91,2.32
3209,1079,36,1,618.88,9.94
3210,1079,89,2,506.31,9.84
3211,1080,66,1,851.62,43.93
3212,1080,47,4,635.46,10.16
3213,1080,26,5,86.97,19.55
3214,1080,80,5,132.75,15.87
3215,1081,1,5,338.05,19.36
3216,1081,148,4,427.23,9.77
3217,1082,150,1,553.69,18.09
3218,1082,90,2,692.96,2.04
3219,1082,117,1,619.95,10.69
3220,1082,39,2,231.81,0.89
3221,1083,104,3,872.55,3.41
3222,1083,148,2,391.9,18.13
3223,1083,72,2,569.88,14.08
3224,1084,16,1,659.81,52.68
3225,1084,148,4,632.8,61.8
3226,1084,78,1,27.01,11.08
3227,1084,54,1,861.71,16.19
3228,1085,115,5,779.12,16.85
3229,1085,18,5,626.83,16.08
3230,1086,1,2,349.22,79.3
3231,1086,51,3,609.45,6.12
3232,1086,114,3,97.63,17.65
3233,1086,72,-3,708.2,6.44
3234,1086,113,5,305.06,26.38
3235,1087,32,1,46.63,11.29
3236,1088,133,2,1083.34,9.84
3237,1088,83,5,476.06,10.31
3238,1089,57,4,159.07,88.43
3239,1089,119,2,11.43,77.18
3240,1089,18,4,679.43,12.89
3241,1090,55,1,343.64,19.98
3242,1090,60,5,379.95,0.51
3243,1090,24,2,294.0,5.11
3244,1090,26,4,100.0,46.65
3245,1091,125,2,506.05,53.85
3246,1091,147,1,173.17,91.95
3247,1092,34,3,143.39,2.54
3248,1092,12,3,658.57,36.02
3249,1092,123,3,10.03,6.57
3250,1092,37,5,58.19,4.38
3251,1092,25,4,72.76,2.42
3252,1093,41,5,220.89,69.53
3253,1093,9,1,208.4,11.37
3254,1093,89,4,669.52,18.68
3255,1093,123,3,13.32,8.93
3256,1094,21,3,80.8,12.72
3257,1094,115,3,1188.68,8.4
3258,1094,68,3,184.43,0.97
3259,1094,76,4,969.58,11.94
3260,1094,48,1,609.17,17.28
3261,1095,78,3,32.63,7.75
3262,1096,5,3,101.99,10.38
3263,1096,147,-1,95.96,0.75
3264,1096,19,4,678.74,12.47
3265,1096,66,2,693.87,16.19
3266,1097,44,-5,121.23,28.2
3267,1097,93,3,825.12,96.62
3268,1097,105,4,958.32,1.78
3269,1098,29,3,291.13,7.36
3270,1098,44,1,101.36,94.01
3271,1098,28,1,622.53,63.2
3272,1098,99,4,280.69,15.32
3273,1098,91,4,316.03,16.66
3274,1099,11,2,463.4,24.75
3275,1100,118,4,700.4,18.41
3276,1100,103,5,429.26,18.97
3277,1100,121,2,110.6,18.83
3278,1100,15,2,350.73,17.34
3279,1100,42,2,1072.56,5.44
3280,1101,127,3,289.57,85.92
3281,1101,41,3,410.36,11.51
3282,1101,149,1,122.22,6.8
3283,1102,66,3,827.04,10.06
3284,1102,104,4,892.23,13.32
3285,1102,61,4,669.81,57.22
3286,1102,149,4,119.03,5.48
3287,1102,40,1,94.98,9.09
3288,1103,33,4,910.0,13.88
3289,1103,138,1,846.02,12.05
3290,1103,147,3,109.09,2.52
3291,1103,115,5,766.51,17.29
3292,1104,4,4,253.99,62.84
3293,1104,136,4,238.84,89.1
3294,1104,91,4,252.69,17.11
3295,1104,108,4,464.73,19.89
3296,1105,9,4,210.92,96.93
3297,1105,91,1,286.89,19.25
3298,1105,116,3,101.93,12.42
3299,1106,138,2,750.02,5.34
3300,1106,83,3,371.21,14.19
3301,1106,118,4,1199.27,13.46
3302,1106,34,3,165.95,0.06
3303,1106,95,3,482.11,6.83
3304,1107,3,4,169.96,13.91
3305,1107,116,4,150.75,17.61
3306,1108,16,2,900.98,8.53
3307,1108,143,2,494.33,12.2
3308,1108,149,2,137.22,17.5
3309,1108,70,2,41.66,19.25
3310,1109,51,4,619.85,2.05
3311,1109,93,4,853.36,13.62
3312,1109,12,3,514.53,5.76
3313,1110,29,4,424.09,83.64
3314,1111,45,4,600.27,12.26
3315,1111,88,4,667.09,5.35
3316,1111,46,1,892.66,75.42
3317,1111,89,5,454.5,77.08
3318,1112,60,2,494.15,28.14
3319,1112,46,1,988.65,12.77
3320,1112,111,5,344.13,3.49
3321,1113,108,1,368.68,19.87
