order_id,customer_id,order_date,status,region_code
495,474,2026-02-03 15:57:49,RETURNED,SOUTH
496,391,2025-03-13 19:59:04,PLACED,EAST
497,312,2025-08-19 18:42:02,DELIVERED,NORTH
498,158,2025-02-21 00:39:16,DELIVERED,WEST
499,295,2025-06-21 00:21:57,RETURNED,SOUTH
500,,2026-03-17 23:23:00,RETURNED,NORTH
501,371,2025-10-26 07:51:03,DELIVERED,EAST
502,488,2026-01-22 05:39:59,DELIVERED,CENTRAL
503,,2025-02-18 14:07:25,PLACED,EAST
504,139,2025-05-05 14:08:52,SHIPPED,WEST
505,365,2024-09-07 20:06:41,DELIVERED,NORTH
506,188,2026-03-17 22:50:35,DELIVERED,CENTRAL
507,324,2026-05-05 05:04:44,DELIVERED,EAST
508,372,2024-10-14 10:27:51,DELIVERED,SOUTH
509,,2025-09-07 11:24:10,DELIVERED,WEST
510,167,2024-10-19 13:12:26,DELIVERED,SOUTH
511,573,2025-11-20 11:08:00,RETURNED,CENTRAL
512,117,2025-06-21 03:53:53,PLACED,SOUTH
513,492,2025-04-28 11:06:11,DELIVERED,WEST
514,536,2026-03-17 02:20:26,SHIPPED,EAST
515,,2026-04-25 16:45:43,PLACED,SOUTH
516,315,2024-11-06 08:35:05,RETURNED,WEST
517,115,30-09-2024,DELIVERED,WEST
518,,23-10-2024,DELIVERED,CENTRAL
519,122,2026-07-07 16:12:49,PLACED,NORTH
520,127,2026-07-16 15:52:16,DELIVERED,SOUTH
521,360,2024-08-23 17:25:46,CANCELLED,EAST
522,357,2025-05-01 13:32:41,DELIVERED,CENTRAL
523,584,2024-09-23 01:53:41,DELIVERED,NORTH
524,197,2025-03-07 22:11:29,DELIVERED,NORTH
525,102,2026-07-19 20:56:06,DELIVERED,WEST
526,190,2025-07-08 11:57:54,PLACED,EAST
527,435,2025-01-14 10:21:24,DELIVERED,EAST
528,113,2025-09-08 16:25:27,DELIVERED,EAST
529,42,2024-10-03 21:12:46,PLACED,EAST
530,320,2026-01-16 15:28:33,DELIVERED,CENTRAL
531,439,2024-12-25 15:12:25,CANCELLED,WEST
532,377,18-12-2024,DELIVERED,NORTH
533,536,2025-12-25 12:13:45,PLACED,WEST
534,105,2026-02-27 21:17:49,RETURNED,NORTH
535,204,2025-04-21 00:33:05,CANCELLED,WEST
536,435,2026-02-15 06:43:01,DELIVERED,CENTRAL
537,410,2025-05-04 14:08:05,DELIVERED,WEST
538,524,2025-03-05 14:53:53,DELIVERED,NORTH
539,510,2025-01-27 06:49:48,PLACED,NORTH
540,70,2025-08-22 21:54:27,RETURNED,WEST
541,335,2024-11-27 15:13:03,DELIVERED,NORTH
542,533,2026-03-20 04:34:52,DELIVERED,EAST
543,503,2025-08-28 02:03:22,DELIVERED,CENTRAL
544,33,2025-07-01 07:21:24,PLACED,WEST
545,386,2025-07-10 17:50:40,PLACED,CENTRAL
546,311,2026-06-19 04:00:27,DELIVERED,SOUTH
547,399,2025-08-14 14:49:06,DELIVERED,WEST
548,553,2025-10-19 10:46:18,DELIVERED,SOUTH
549,401,2025-02-21 13:57:49,RETURNED,CENTRAL
550,292,06-04-2025,DELIVERED,SOUTH
551,358,2026-04-21 19:10:10,PLACED,EAST
552,439,2025-04-26 01:55:56,DELIVERED,NORTH
553,254,2025-01-30 05:40:21,DELIVERED,NORTH
554,118,2025-04-20 05:12:47,DELIVERED,NORTH
555,433,2025-10-16 05:12:30,DELIVERED,NORTH
556,23,2025-04-03 20:15:17,DELIVERED,CENTRAL
557,501,2024-10-17 17:11:30,SHIPPED,WEST
558,348,2024-12-08 10:09:23,DELIVERED,WEST
559,78,2026-05-15 17:49:39,SHIPPED,EAST
560,,2025-10-20 11:12:02,SHIPPED,NORTH
561,593,2024-10-13 13:57:45,SHIPPED,CENTRAL
562,487,2025-06-28 17:49:51,DELIVERED,EAST
563,308,2025-07-03 06:02:10,DELIVERED,WEST
564,528,2025-07-19 00:47:36,DELIVERED,NORTH
565,529,2026-06-02 02:04:35,DELIVERED,WEST
566,546,2026-04-21 07:36:46,DELIVERED,WEST
567,62,2025-09-10 15:48:38,DELIVERED,SOUTH
568,308,2026-05-18 15:34:28,DELIVERED,NORTH
569,423,2025-02-24 08:01:28,DELIVERED,EAST
570,242,2025-06-12 05:53:22,PLACED,NORTH
571,318,2025-07-27 12:33:50,RETURNED,WEST
572,38,2025-01-04 21:22:33,PLACED,EAST
573,285,2025-12-25 14:30:43,DELIVERED,NORTH
574,498,31-03-2026,CANCELLED,NORTH
575,306,05-06-2026,RETURNED,EAST
576,93,2025-06-05 06:39:35,DELIVERED,SOUTH
577,585,2026-02-22 11:42:25,PLACED,CENTRAL
578,538,2025-02-12 14:02:32,PLACED,CENTRAL
579,321,2025-04-13 18:20:03,DELIVERED,SOUTH
580,224,2024-11-21 01:32:06,SHIPPED,EAST
581,261,2026-06-02 05:37:14,DELIVERED,EAST
582,116,2025-04-03 19:48:00,DELIVERED,SOUTH
583,149,2025-05-09 22:46:24,DELIVERED,EAST
584,,2026-07-05 02:41:58,CANCELLED,NORTH
585,246,2025-02-13 11:56:34,DELIVERED,EAST
586,125,2025-09-20 11:27:28,CANCELLED,WEST
587,,2025-06-02 05:35:43,RETURNED,EAST
588,242,2025-03-20 00:21:53,CANCELLED,WEST
589,417,06-04-2026,CANCELLED,WEST
590,423,2026-07-21 15:09:35,DELIVERED,NORTH
591,268,29-08-2025,DELIVERED,CENTRAL
592,465,22-01-2026,PLACED,SOUTH
593,140,2024-08-03 09:20:13,DELIVERED,EAST
594,114,2024-12-01 14:01:24,DELIVERED,SOUTH
595,421,2026-04-08 15:55:23,DELIVERED,SOUTH
596,336,2026-04-14 00:17:40,PLACED,EAST
597,387,2026-05-11 07:32:42,SHIPPED,NORTH
598,235,2026-07-06 08:48:43,DELIVERED,EAST
599,173,2024-09-08 16:01:18,DELIVERED,EAST
600,377,2024-12-11 03:19:13,PLACED,CENTRAL
601,465,2026-05-05 13:11:47,PLACED,SOUTH
602,273,2025-03-12 16:00:00,DELIVERED,WEST
603,221,2026-05-03 02:07:49,DELIVERED,WEST
604,150,2024-08-23 08:22:11,SHIPPED,CENTRAL
605,255,2025-05-15 02:32:48,DELIVERED,NORTH
606,,2024-11-12 11:07:11,RETURNED,WEST
607,393,2026-02-02 06:31:27,DELIVERED,NORTH
608,61,2024-09-10 11:26:58,SHIPPED,EAST
609,47,2024-08-05 03:56:09,DELIVERED,EAST
610,380,2024-11-11 17:05:58,DELIVERED,CENTRAL
611,174,2025-08-27 06:31:10,DELIVERED,WEST
612,325,2026-02-03 16:07:24,PLACED,NORTH
613,131,2025-08-23 17:57:37,CANCELLED,EAST
614,290,2026-07-03 05:16:30,DELIVERED,EAST
615,447,2026-06-25 08:36:31,DELIVERED,WEST
616,155,2025-10-06 14:31:38,DELIVERED,WEST
617,153,2024-09-12 09:12:20,PLACED,EAST
618,479,2025-07-05 23:38:32,CANCELLED,WEST
619,,2025-05-04 22:00:59,DELIVERED,WEST
620,152,2024-11-05 01:04:55,SHIPPED,EAST
621,173,2026-03-06 11:49:56,SHIPPED,CENTRAL
622,5,2025-09-13 13:38:16,SHIPPED,NORTH
623,511,2026-01-08 18:29:21,DELIVERED,EAST
624,125,2025-06-03 03:51:27,RETURNED,NORTH
625,158,2024-08-23 10:15:35,CANCELLED,WEST
626,276,2025-11-05 12:46:12,DELIVERED,NORTH
627,464,2025-04-10 08:51:47,RETURNED,CENTRAL
628,50,2026-04-15 14:07:24,DELIVERED,NORTH
629,561,2025-11-11 19:31:40,DELIVERED,SOUTH
630,409,09-10-2024,SHIPPED,WEST
631,292,2025-12-16 16:05:09,DELIVERED,NORTH
632,443,2026-02-23 13:58:13,DELIVERED,CENTRAL
633,99,2026-05-09 06:35:23,SHIPPED,WEST
634,488,2025-02-25 12:49:07,DELIVERED,WEST
635,191,2025-07-04 04:19:15,PLACED,CENTRAL
636,475,2026-01-08 09:45:22,DELIVERED,SOUTH
637,540,2025-12-02 23:50:28,PLACED,WEST
638,490,2025-03-22 07:44:10,PLACED,EAST
639,536,2025-06-29 05:29:55,PLACED,NORTH
640,526,2024-10-23 14:24:32,DELIVERED,WEST
641,583,2026-04-24 08:09:06,SHIPPED,NORTH
642,17,2024-10-28 11:54:41,DELIVERED,SOUTH
643,47,2024-10-04 16:38:55,DELIVERED,EAST
644,466,2026-03-12 06:06:24,DELIVERED,EAST
645,192,2025-01-11 22:35:58,DELIVERED,CENTRAL
646,109,2025-07-03 22:35:52,PLACED,NORTH
647,,2025-12-23 09:00:58,DELIVERED,CENTRAL
648,311,2025-11-24 09:39:50,DELIVERED,WEST
649,90,2024-11-06 03:50:13,SHIPPED,NORTH
650,193,30-05-2026,DELIVERED,SOUTH
651,447,2026-05-17 01:41:23,DELIVERED,SOUTH
652,475,2024-11-24 02:00:28,PLACED,SOUTH
653,456,2025-08-12 17:55:42,CANCELLED,CENTRAL
654,302,2025-10-17 06:57:11,DELIVERED,EAST
655,,2025-12-03 15:41:30,DELIVERED,WEST
656,593,2025-11-06 19:15:15,RETURNED,NORTH
657,498,2025-09-03 17:38:39,DELIVERED,WEST
658,63,15-09-2025,DELIVERED,CENTRAL
659,428,2026-06-22 14:46:55,DELIVERED,EAST
660,447,2024-08-17 03:52:09,DELIVERED,WEST
661,238,2025-08-30 07:01:11,RETURNED,EAST
662,480,2024-11-10 20:58:22,DELIVERED,WEST
663,369,2026-04-11 06:00:21,RETURNED,SOUTH
664,290,2026-01-19 11:32:07,DELIVERED,SOUTH
665,161,2025-11-14 11:58:47,DELIVERED,WEST
666,215,07-10-2025,PLACED,EAST
667,163,2024-12-14 16:55:11,CANCELLED,NORTH
668,346,2025-07-01 11:20:50,SHIPPED,CENTRAL
669,265,2025-04-22 08:06:11,DELIVERED,CENTRAL
670,155,2026-05-25 20:40:51,DELIVERED,NORTH
671,449,2026-04-13 14:11:42,CANCELLED,NORTH
672,105,2026-05-02 17:12:26,DELIVERED,SOUTH
673,211,2026-07-09 14:00:20,DELIVERED,WEST
674,511,2026-02-20 23:45:25,SHIPPED,EAST
675,142,2024-11-04 12:34:40,DELIVERED,WEST
676,7,2025-02-07 13:01:22,DELIVERED,EAST
677,88,2025-02-23 14:53:26,DELIVERED,EAST
678,252,2024-11-26 18:14:16,DELIVERED,SOUTH
679,440,2025-06-18 02:30:36,CANCELLED,CENTRAL
680,371,2024-08-24 02:49:16,DELIVERED,CENTRAL
681,87,2025-04-20 18:26:12,RETURNED,SOUTH
682,403,13-03-2026,RETURNED,SOUTH
683,60,2025-12-04 14:01:05,DELIVERED,CENTRAL
684,430,2025-06-09 05:52:32,DELIVERED,EAST
685,322,2026-07-08 05:17:29,CANCELLED,CENTRAL
686,151,2026-01-26 22:26:46,DELIVERED,CENTRAL
687,453,2026-01-24 17:48:04,CANCELLED,WEST
688,309,05-10-2024,DELIVERED,SOUTH
689,554,2025-03-09 12:47:56,DELIVERED,EAST
690,164,19-08-2024,DELIVERED,CENTRAL
691,312,2026-02-16 07:06:50,DELIVERED,NORTH
692,266,2025-11-30 23:55:55,PLACED,NORTH
693,587,24-02-2026,DELIVERED,SOUTH
694,596,2025-10-14 07:29:47,RETURNED,CENTRAL
695,240,2025-04-30 02:45:27,DELIVERED,CENTRAL
696,387,2025-09-08 15:17:18,PLACED,CENTRAL
697,370,2025-07-19 20:56:40,DELIVERED,WEST
698,64,2025-06-27 00:27:45,DELIVERED,WEST
699,539,2025-06-09 19:52:23,DELIVERED,WEST
700,599,2025-08-23 10:48:53,RETURNED,WEST
701,427,2026-05-02 20:57:56,DELIVERED,WEST
702,133,2026-01-30 05:17:31,DELIVERED,SOUTH
703,34,2026-03-03 19:41:59,DELIVERED,NORTH
704,419,2024-10-25 16:48:54,DELIVERED,NORTH
705,121,2025-05-16 12:39:12,DELIVERED,EAST
706,147,2024-11-19 09:40:40,DELIVERED,EAST
707,221,2024-12-21 04:48:18,DELIVERED,NORTH
708,70,08-06-2026,DELIVERED,EAST
709,346,2026-03-30 21:24:27,CANCELLED,CENTRAL
710,142,2025-08-28 01:28:49,DELIVERED,WEST
711,334,2024-10-09 08:57:06,DELIVERED,WEST
712,405,2025-04-21 07:22:42,RETURNED,WEST
713,91,2026-06-04 14:32:40,PLACED,EAST
714,127,2025-12-14 03:25:49,SHIPPED,CENTRAL
715,55,2025-10-17 22:07:32,DELIVERED,CENTRAL
716,124,2025-12-25 06:45:05,SHIPPED,NORTH
717,211,2025-02-07 12:28:31,CANCELLED,CENTRAL
718,547,2025-11-15 08:35:37,DELIVERED,WEST
719,24,2025-04-22 01:14:58,DELIVERED,CENTRAL
720,264,2024-10-10 16:49:50,PLACED,SOUTH
721,188,2025-02-15 11:52:53,SHIPPED,WEST
722,61,2025-11-21 06:39:07,SHIPPED,NORTH
723,102,2025-04-06 14:00:19,CANCELLED,EAST
724,124,2024-09-10 07:04:41,DELIVERED,CENTRAL
725,521,2026-03-08 09:33:56,RETURNED,EAST
726,476,2025-10-04 14:55:27,DELIVERED,WEST
727,20,2025-02-26 01:30:04,DELIVERED,NORTH
728,569,2025-12-20 01:47:21,DELIVERED,WEST
729,513,2025-01-06 00:42:41,PLACED,CENTRAL
730,252,2025-09-22 12:23:25,RETURNED,CENTRAL
731,2,2026-04-24 04:46:36,CANCELLED,EAST
732,172,01-08-2024,RETURNED,EAST
733,390,2025-04-30 22:54:17,SHIPPED,CENTRAL
734,166,2026-02-26 03:22:07,PLACED,NORTH
735,126,2026-05-08 01:36:24,DELIVERED,EAST
736,216,2025-11-18 03:31:31,CANCELLED,EAST
737,464,2025-03-01 01:20:01,RETURNED,EAST
738,337,2024-08-13 07:55:27,PLACED,NORTH
739,5,02-07-2026,SHIPPED,CENTRAL
740,501,2026-03-16 05:22:56,PLACED,NORTH
741,456,2026-01-05 03:34:19,RETURNED,WEST
742,367,2025-05-28 09:33:42,DELIVERED,NORTH
743,380,2026-07-29 04:55:29,PLACED,NORTH
744,367,2024-12-27 18:02:11,DELIVERED,EAST
745,227,2025-01-29 22:53:04,RETURNED,NORTH
746,215,2024-08-06 13:00:48,CANCELLED,WEST
747,285,2025-10-17 00:50:04,SHIPPED,SOUTH
748,580,2026-01-05 02:15:37,DELIVERED,NORTH
749,67,2024-11-07 23:29:03,DELIVERED,SOUTH
750,281,2024-12-28 00:22:19,PLACED,CENTRAL
751,574,2026-06-17 22:12:47,RETURNED,NORTH
752,331,2025-07-02 23:16:56,DELIVERED,NORTH
753,478,2025-08-20 22:10:56,DELIVERED,SOUTH
754,,2026-07-15 08:03:29,DELIVERED,NORTH
755,343,2024-10-03 13:01:42,CANCELLED,SOUTH
756,434,2024-09-27 19:40:08,SHIPPED,EAST
757,100,2024-08-22 15:35:08,CANCELLED,CENTRAL
758,343,2026-05-15 20:11:49,PLACED,SOUTH
759,56,2026-05-01 04:21:50,DELIVERED,NORTH
760,450,2026-03-17 11:49:47,DELIVERED,NORTH
761,63,14-07-2026,DELIVERED,NORTH
762,64,2026-07-15 21:33:36,PLACED,CENTRAL
763,68,2024-10-19 02:12:13,DELIVERED,EAST
764,412,2024-10-14 10:24:19,DELIVERED,CENTRAL
765,11,2025-07-19 04:11:53,DELIVERED,CENTRAL
766,348,2025-12-19 14:03:17,DELIVERED,WEST
767,198,2024-10-23 21:23:19,DELIVERED,NORTH
768,199,2026-07-04 10:40:42,DELIVERED,EAST
769,493,2026-02-14 19:57:08,SHIPPED,SOUTH
770,62,2024-11-08 04:08:30,DELIVERED,EAST
771,555,2026-03-26 08:17:13,DELIVERED,CENTRAL
772,378,2024-08-07 06:39:23,DELIVERED,SOUTH
773,520,2026-04-29 06:41:33,CANCELLED,WEST
774,206,2025-12-11 12:48:24,DELIVERED,EAST
775,488,2026-01-22 15:40:02,DELIVERED,EAST
776,580,2025-04-18 17:09:53,DELIVERED,SOUTH
777,44,2025-08-21 04:49:04,PLACED,SOUTH
778,478,2025-11-28 14:42:43,DELIVERED,EAST
779,385,2025-01-07 11:22:27,CANCELLED,NORTH
780,76,05-05-2025,PLACED,EAST
781,600,2026-07-10 22:07:28,PLACED,NORTH
782,291,2024-12-14 06:19:41,SHIPPED,SOUTH
783,568,2025-02-08 01:06:22,PLACED,EAST
784,22,2026-05-08 19:16:18,DELIVERED,NORTH
785,216,2025-03-25 22:57:40,DELIVERED,EAST
786,540,2026-04-13 14:51:54,CANCELLED,NORTH
787,134,2026-04-10 09:58:29,DELIVERED,EAST
788,440,2025-12-08 02:33:50,PLACED,CENTRAL
789,549,2025-03-17 11:57:49,DELIVERED,NORTH
790,287,2026-06-09 23:07:52,DELIVERED,CENTRAL
791,215,2026-02-16 21:49:39,DELIVERED,CENTRAL
792,521,2025-05-29 11:00:13,DELIVERED,CENTRAL
793,532,2025-07-27 14:34:09,DELIVERED,CENTRAL
794,507,2025-08-03 23:29:31,DELIVERED,CENTRAL
795,213,2025-01-18 12:15:59,DELIVERED,SOUTH
796,314,2025-06-27 03:00:00,DELIVERED,EAST
797,87,2024-11-13 08:05:54,SHIPPED,CENTRAL
798,598,2024-09-01 22:57:34,DELIVERED,WEST
799,443,2025-06-14 15:25:56,DELIVERED,EAST
800,184,2025-07-10 01:40:13,DELIVERED,EAST
801,302,2026-05-17 11:15:56,DELIVERED,NORTH
802,234,2024-10-16 10:28:43,DELIVERED,CENTRAL
803,202,2026-01-07 08:54:45,DELIVERED,EAST
804,142,2026-05-27 02:20:25,DELIVERED,EAST
805,,2025-03-21 14:36:10,DELIVERED,WEST
806,594,2026-03-12 14:31:44,DELIVERED,CENTRAL
807,153,2026-06-04 05:27:28,SHIPPED,SOUTH
808,529,2025-10-30 22:32:27,DELIVERED,WEST
809,88,2025-04-01 04:08:16,DELIVERED,WEST
810,461,2026-05-25 12:01:51,DELIVERED,CENTRAL
811,313,25-02-2026,CANCELLED,EAST
812,430,2025-06-27 15:59:01,DELIVERED,CENTRAL
813,24,2025-10-15 20:24:36,RETURNED,SOUTH
814,339,2025-10-16 07:50:44,DELIVERED,CENTRAL
815,401,2025-05-24 04:17:35,DELIVERED,CENTRAL
816,487,2024-10-24 09:09:56,RETURNED,EAST
817,107,2026-01-07 04:46:41,PLACED,CENTRAL
818,192,02-01-2025,RETURNED,EAST
819,299,2025-12-26 07:16:26,DELIVERED,EAST
820,176,2025-04-11 19:28:22,DELIVERED,SOUTH
821,133,2025-09-21 16:12:32,DELIVERED,WEST
822,212,2024-11-09 22:06:47,DELIVERED,WEST
823,589,2026-07-31 11:06:15,SHIPPED,WEST
824,8,2024-11-19 19:58:17,CANCELLED,CENTRAL
825,539,2025-04-13 10:58:52,CANCELLED,WEST
826,41,2026-02-24 16:05:42,DELIVERED,WEST
827,305,2025-05-31 18:27:10,CANCELLED,SOUTH
828,184,2026-07-01 00:33:23,DELIVERED,WEST
829,188,2026-01-25 13:23:40,DELIVERED,NORTH
830,162,2025-03-01 15:33:34,DELIVERED,NORTH
831,223,2026-07-07 20:04:32,RETURNED,CENTRAL
832,378,2024-09-29 10:41:25,DELIVERED,EAST
833,169,2025-02-13 07:54:40,PLACED,NORTH
834,473,2025-05-24 01:15:17,DELIVERED,SOUTH
835,11,2025-02-11 15:37:46,RETURNED,EAST
836,476,2025-08-12 12:34:01,PLACED,SOUTH
837,449,2024-11-17 22:33:24,SHIPPED,SOUTH
838,19,2025-11-15 11:05:12,SHIPPED,CENTRAL
839,173,2024-09-30 06:17:41,PLACED,EAST
840,367,2024-12-17 05:02:46,PLACED,CENTRAL
841,49,2026-05-12 17:30:41,DELIVERED,NORTH
842,316,11-07-2025,PLACED,WEST
843,256,2025-05-18 23:53:00,SHIPPED,NORTH
844,15,2025-04-19 20:18:34,DELIVERED,NORTH
845,99,2026-04-11 23:44:35,DELIVERED,SOUTH
846,,2025-09-03 01:41:39,DELIVERED,CENTRAL
847,213,2026-07-27 17:07:28,RETURNED,NORTH
848,109,2025-05-04 23:03:52,PLACED,EAST
849,,2025-01-13 06:16:54,PLACED,EAST
850,378,04-09-2024,SHIPPED,EAST
851,512,2024-10-19 01:56:34,DELIVERED,CENTRAL
852,98,2025-11-09 22:20:02,DELIVERED,WEST
853,137,2025-04-15 21:47:46,DELIVERED,EAST
854,494,2024-09-22 10:32:33,DELIVERED,CENTRAL
855,524,2025-12-11 13:29:58,DELIVERED,NORTH
856,128,2025-03-28 21:21:20,DELIVERED,SOUTH
857,62,2024-11-15 20:13:12,SHIPPED,SOUTH
858,39,2025-02-01 21:50:02,DELIVERED,WEST
859,337,2024-11-13 06:55:06,DELIVERED,NORTH
860,425,2025-12-17 08:27:39,DELIVERED,SOUTH
861,340,2025-04-24 04:55:14,DELIVERED,SOUTH
862,228,2025-11-16 07:07:10,DELIVERED,SOUTH
863,7,2024-09-20 04:32:45,PLACED,SOUTH
864,145,2026-07-30 18:42:17,PLACED,CENTRAL
865,210,2025-01-31 13:08:24,DELIVERED,WEST
866,203,2025-02-07 05:43:55,DELIVERED,EAST
867,460,2025-12-07 16:30:47,CANCELLED,WEST
868,369,2025-06-06 07:48:54,DELIVERED,WEST
869,444,2026-03-14 13:28:31,RETURNED,WEST
870,,2025-05-24 06:10:16,PLACED,EAST
871,157,2025-10-04 09:54:38,SHIPPED,WEST
872,291,2025-05-19 09:14:41,DELIVERED,EAST
873,481,2024-12-31 00:24:21,SHIPPED,NORTH
874,384,2025-08-17 17:21:40,DELIVERED,WEST
875,383,2025-05-26 06:58:35,DELIVERED,CENTRAL
876,40,2026-07-17 19:55:47,RETURNED,SOUTH
877,447,2025-02-15 06:21:42,DELIVERED,EAST
878,501,2025-12-07 04:52:49,DELIVERED,WEST
879,253,2025-02-05 05:47:05,RETURNED,EAST
880,29,2026-01-24 17:48:34,PLACED,CENTRAL
881,151,2025-02-14 12:16:21,DELIVERED,SOUTH
882,,2026-03-22 19:57:47,DELIVERED,WEST
883,83,2025-09-07 18:13:51,CANCELLED,SOUTH
884,259,2026-01-20 08:46:21,RETURNED,WEST
885,422,2026-03-08 10:54:46,DELIVERED,NORTH
886,587,2026-03-27 06:34:18,CANCELLED,EAST
887,408,2026-01-25 22:28:19,RETURNED,WEST
888,,2024-09-24 05:56:23,DELIVERED,WEST
889,442,2024-12-11 12:51:11,SHIPPED,SOUTH
890,187,2025-08-26 09:23:57,DELIVERED,SOUTH
891,61,2026-03-06 11:26:33,DELIVERED,EAST
892,419,2025-07-09 07:48:39,DELIVERED,SOUTH
893,88,2025-05-21 09:22:13,PLACED,NORTH
894,490,2025-08-12 20:40:41,PLACED,NORTH
895,8,2025-12-30 18:30:22,RETURNED,NORTH
896,8,2025-05-19 18:55:05,RETURNED,EAST
897,485,2026-03-11 21:51:20,DELIVERED,EAST
898,352,2025-04-02 20:11:51,RETURNED,WEST
899,59,2025-05-04 12:51:57,CANCELLED,NORTH
900,412,2026-02-15 07:05:02,RETURNED,NORTH
901,544,2025-03-06 01:39:08,DELIVERED,SOUTH
902,487,2025-09-04 22:41:33,SHIPPED,EAST
903,,2025-05-07 18:43:09,RETURNED,EAST
904,240,2025-11-15 06:52:56,DELIVERED,NORTH
905,488,2025-12-25 08:19:42,RETURNED,WEST
906,200,2026-02-04 23:33:37,DELIVERED,CENTRAL
907,517,2024-08-25 15:47:01,DELIVERED,EAST
908,562,2026-06-11 11:11:19,CANCELLED,NORTH
909,554,2025-02-04 02:43:53,SHIPPED,NORTH
910,30,2024-12-03 11:00:07,DELIVERED,WEST
911,226,2026-02-10 14:23:36,DELIVERED,NORTH
912,548,2025-12-06 02:11:39,PLACED,EAST
913,590,2026-03-19 05:33:51,PLACED,EAST
914,391,2025-12-21 21:56:44,DELIVERED,WEST
915,229,2025-02-18 05:51:40,PLACED,NORTH
916,193,2026-03-02 08:40:51,DELIVERED,SOUTH
917,390,2025-10-23 02:30:33,DELIVERED,CENTRAL
918,398,2025-06-26 02:18:44,DELIVERED,SOUTH
919,228,2024-10-22 18:54:20,DELIVERED,WEST
920,304,2026-05-13 06:50:58,DELIVERED,SOUTH
921,150,2026-03-04 06:12:23,CANCELLED,NORTH
922,317,2025-08-26 05:00:16,PLACED,CENTRAL
923,221,2025-08-20 11:56:40,RETURNED,NORTH
924,342,2024-11-27 14:34:33,SHIPPED,SOUTH
925,54,2026-07-19 00:54:34,SHIPPED,WEST
926,307,2026-04-26 00:55:40,CANCELLED,NORTH
927,346,2025-06-25 02:48:18,RETURNED,WEST
928,541,2026-02-16 11:41:15,DELIVERED,SOUTH
929,562,2025-06-02 20:27:02,DELIVERED,CENTRAL
930,56,2026-05-23 01:36:04,DELIVERED,SOUTH
931,453,2026-01-23 13:33:04,CANCELLED,SOUTH
932,201,2026-02-23 03:20:15,DELIVERED,CENTRAL
933,152,2025-05-20 11:30:31,DELIVERED,SOUTH
934,99,2025-05-04 04:33:48,SHIPPED,NORTH
935,528,2025-12-18 22:42:05,DELIVERED,SOUTH
936,414,07-02-2025,SHIPPED,WEST
937,177,2025-12-21 01:01:02,DELIVERED,NORTH
938,392,2025-03-02 18:23:55,DELIVERED,NORTH
939,85,2024-11-03 19:12:21,DELIVERED,CENTRAL
940,587,2025-10-19 18:36:26,DELIVERED,NORTH
941,186,2025-05-26 05:31:51,DELIVERED,WEST
942,129,2024-10-17 05:43:09,DELIVERED,CENTRAL
943,21,2025-06-02 20:53:58,DELIVERED,CENTRAL
944,532,2026-05-13 05:29:38,DELIVERED,NORTH
945,213,2025-12-25 12:51:55,SHIPPED,CENTRAL
946,6,2025-10-05 20:45:47,DELIVERED,NORTH
947,212,2025-12-20 22:06:02,DELIVERED,NORTH
948,128,2025-08-29 03:17:18,RETURNED,SOUTH
949,1,2025-02-09 21:20:19,RETURNED,CENTRAL
950,301,2025-12-25 23:35:16,PLACED,WEST
951,536,2026-07-09 10:13:42,DELIVERED,CENTRAL
952,102,2025-12-28 16:04:33,SHIPPED,SOUTH
953,221,2024-11-13 05:49:06,SHIPPED,EAST
954,433,2024-09-27 18:09:52,SHIPPED,SOUTH
955,86,2025-02-14 10:14:50,RETURNED,SOUTH
956,73,2025-12-03 00:00:06,RETURNED,SOUTH
957,578,2025-12-24 13:17:47,DELIVERED,SOUTH
958,158,2025-04-03 17:23:02,DELIVERED,NORTH
959,254,2024-09-30 05:09:47,DELIVERED,CENTRAL
960,338,2025-12-11 05:46:24,RETURNED,EAST
961,232,01-03-2025,DELIVERED,SOUTH
962,108,2026-03-31 23:12:43,SHIPPED,EAST
963,502,2024-10-14 05:00:18,DELIVERED,EAST
964,102,28-06-2026,DELIVERED,WEST
965,545,2025-10-03 11:54:20,CANCELLED,WEST
966,266,2024-08-08 09:02:44,DELIVERED,SOUTH
967,582,2026-02-23 05:16:00,RETURNED,EAST
968,256,2026-01-09 18:50:53,DELIVERED,SOUTH
969,363,2026-04-13 04:32:20,SHIPPED,WEST
970,235,2025-03-26 01:06:21,PLACED,EAST
971,321,2026-05-19 12:31:12,PLACED,SOUTH
972,170,21-10-2025,DELIVERED,CENTRAL
973,11,2025-06-26 07:37:39,RETURNED,SOUTH
974,528,2026-01-15 03:35:49,CANCELLED,NORTH
975,195,2026-07-09 12:09:11,PLACED,WEST
976,354,2025-02-06 16:42:25,DELIVERED,CENTRAL
977,44,2025-11-15 18:15:48,SHIPPED,CENTRAL
978,180,2024-09-28 08:22:57,PLACED,EAST
979,433,2025-08-20 20:56:09,DELIVERED,NORTH
980,256,2026-05-09 00:30:14,DELIVERED,NORTH
981,495,2025-03-17 00:04:34,PLACED,CENTRAL
982,313,2026-07-23 15:50:49,DELIVERED,NORTH
983,500,2024-09-14 15:49:00,DELIVERED,EAST
984,110,2024-08-05 00:05:06,DELIVERED,WEST
985,104,2025-07-01 14:45:54,PLACED,CENTRAL
986,421,2024-11-05 04:35:39,PLACED,EAST
987,405,2025-05-18 17:38:03,DELIVERED,SOUTH
