Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Price,Quantity,Discount,total_amount
ORD-1153,2024-03-02,2024-03-04,Second Class,CUST-0145,Customer 26,Home Office,South,Pennsylvania,Philadelphia,Technology,Machines,Machines Model 980,332.51,7.0,0.1,2327.57
ORD-1154,2023-01-01,2023-01-04,Same Day,CUST-0142,Customer 53,Consumer,East,Ohio,Columbus,Technology,Copiers,Copiers Model 701,398.78,4.0,0.0,1595.12
ORD-1155,2023-06-10,2023-06-11,Same Day,CUST-0013,Customer 73,Consumer,East,California,Los Angeles,Office Supplies,Art,Art Model 258,83.85,6.0,0.0,503.1
ORD-1156,2024-10-05,2024-10-11,Second Class,CUST-0082,Customer 141,Consumer,Central,Texas,Houston,Furniture,Bookcases,Bookcases Model 950,439.87,6.0,0.0,2639.22
ORD-1157,2024-10-16,2024-10-17,Second Class,CUST-0143,Customer 149,Home Office,South,Washington,Seattle,Furniture,Bookcases,Bookcases Model 704,190.96,6.0,0.0,1145.76
ORD-1158,2023-04-12,2023-04-14,First Class,CUST-0110,Customer 74,Corporate,West,Texas,Houston,Furniture,Chairs,Chairs Model 876,122.58,1.0,0.2,122.58
ORD-1159,2024-09-20,2024-09-25,Standard Class,CUST-0012,Customer 133,Corporate,South,New York,New York City,Technology,Phones,Phones Model 392,261.05,2.0,0.0,522.1
ORD-1160,2024-05-12,2024-05-16,First Class,CUST-0021,Customer 107,Home Office,South,Texas,Houston,Technology,Copiers,Copiers Model 914,240.96,7.0,0.0,1686.72
ORD-1161,2023-02-20,2023-02-24,Standard Class,CUST-0019,Customer 34,Corporate,East,Illinois,Chicago,Furniture,Furnishings,Furnishings Model 472,477.56,4.0,0.2,1910.24
ORD-1162,2024-02-24,2024-03-01,Second Class,CUST-0077,Customer 132,Corporate,East,New York,New York City,Office Supplies,Storage,Storage Model 449,465.15,3.0,0.1,1395.45
ORD-1163,2023-06-08,2023-06-09,Standard Class,CUST-0042,Customer 36,Corporate,Central,New York,New York City,Technology,Accessories,Accessories Model 921,342.15,7.0,0.0,2395.05
ORD-1164,2023-04-28,2023-05-03,Same Day,CUST-0137,Customer 26,Consumer,Central,Pennsylvania,Philadelphia,Furniture,Furnishings,Furnishings Model 109,261.05,7.0,0.0,1827.35
ORD-1165,2023-06-03,2023-06-06,Same Day,CUST-0050,Customer 19,Home Office,West,Illinois,Chicago,Office Supplies,Binders,Binders Model 956,420.73,8.0,0.0,3365.84
ORD-1166,2024-08-03,2024-08-04,Same Day,CUST-0119,Customer 149,Consumer,West,Texas,Houston,Office Supplies,Storage,Storage Model 531,313.81,1.0,0.1,313.81
ORD-1167,2024-10-11,2024-10-12,Standard Class,CUST-0002,Customer 64,Home Office,Central,Pennsylvania,Philadelphia,Furniture,Bookcases,Bookcases Model 696,118.97,7.0,0.2,832.79
ORD-1168,2024-04-03,2024-04-07,First Class,CUST-0068,Customer 102,Corporate,South,Pennsylvania,Philadelphia,Office Supplies,Storage,Storage Model 266,224.14,7.0,0.0,1568.98
ORD-1169,2024-11-06,2024-11-09,Same Day,CUST-0097,Customer 123,Corporate,East,California,Los Angeles,Furniture,Tables,Tables Model 807,136.12,5.0,0.0,680.6
ORD-1170,2024-06-22,2024-06-27,Second Class,CUST-0050,Customer 67,Corporate,South,Florida,Miami,Furniture,Chairs,Chairs Model 480,416.77,5.0,0.3,2083.85
ORD-1171,2024-09-05,2024-09-06,Second Class,CUST-0030,Customer 116,Corporate,South,Texas,Houston,Office Supplies,Storage,Storage Model 541,261.05,2.0,0.3,522.1
ORD-1172,2024-03-21,2024-03-27,First Class,CUST-0144,Customer 12,Consumer,South,California,Los Angeles,Furniture,Chairs,Chairs Model 747,319.31,9.0,0.1,2873.79
ORD-1173,2024-09-18,2024-09-24,Same Day,CUST-0104,Customer 108,Consumer,East,Illinois,Chicago,Technology,Copiers,Copiers Model 385,194.35,7.0,0.3,1360.45
ORD-1174,2024-04-04,2024-04-10,Second Class,CUST-0142,Customer 36,Consumer,Central,Washington,Seattle,Furniture,Furnishings,Furnishings Model 213,313.67,2.0,0.0,627.34
ORD-1175,2024-03-24,2024-03-27,Same Day,CUST-0055,Customer 6,Home Office,West,Texas,Houston,Furniture,Tables,Tables Model 242,193.55,2.0,0.2,387.1
ORD-1176,2024-11-08,2024-11-10,First Class,CUST-0134,Customer 67,Home Office,South,Illinois,Chicago,Office Supplies,Art,Art Model 625,426.46,1.0,0.1,426.46
ORD-1177,2023-05-10,2023-05-13,Second Class,CUST-0020,Customer 10,Consumer,West,New York,New York City,Furniture,Bookcases,Bookcases Model 892,204.48,2.0,0.2,408.96
ORD-1178,2023-12-02,2023-12-08,Standard Class,CUST-0131,Customer 134,Consumer,East,Pennsylvania,Philadelphia,Furniture,Tables,Tables Model 216,160.3,1.0,0.0,160.3
ORD-1179,2023-06-22,2023-06-26,Same Day,CUST-0128,Customer 96,Consumer,Central,Washington,Seattle,Office Supplies,Labels,Labels Model 945,17.78,9.0,0.3,160.02
ORD-1180,2023-02-12,2023-02-18,Same Day,CUST-0031,Customer 5,Home Office,West,New York,New York City,Office Supplies,Labels,Labels Model 877,57.3,6.0,0.0,343.8
ORD-1181,2023-02-25,2023-02-26,First Class,CUST-0137,Customer 99,Consumer,East,Ohio,Columbus,Furniture,Tables,Tables Model 255,244.88,2.0,0.0,489.76
ORD-1182,2024-09-06,2024-09-07,First Class,CUST-0124,Customer 52,Consumer,South,Illinois,Chicago,Office Supplies,Storage,Storage Model 519,92.99,1.0,0.3,92.99
ORD-1183,2024-04-27,2024-04-30,Second Class,CUST-0014,Customer 86,Consumer,West,Washington,Seattle,Office Supplies,Paper,Paper Model 282,69.7,4.0,0.0,278.8
ORD-1184,2024-10-11,2024-10-13,First Class,CUST-0133,Customer 65,Consumer,East,Florida,Miami,Office Supplies,Storage,Storage Model 341,212.2,6.0,0.0,1273.2
ORD-1185,2024-11-02,2024-11-06,First Class,CUST-0139,Customer 149,Home Office,East,California,Los Angeles,Furniture,Chairs,Chairs Model 893,103.43,5.0,0.0,517.15
ORD-1186,2024-03-11,2024-03-16,Second Class,CUST-0021,Customer 42,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Art,Art Model 204,433.01,2.0,0.2,866.02
ORD-1187,2024-07-25,2024-07-30,Second Class,CUST-0058,Customer 21,Home Office,Central,California,Los Angeles,Furniture,Furnishings,Furnishings Model 901,161.13,1.0,0.1,161.13
ORD-1188,2023-06-22,2023-06-25,Same Day,CUST-0087,Customer 101,Consumer,South,Illinois,Chicago,Technology,Machines,Machines Model 604,320.15,1.0,0.3,320.15
ORD-1189,2024-10-25,2024-10-26,Same Day,CUST-0021,Customer 58,Home Office,West,Illinois,Chicago,Technology,Accessories,Accessories Model 327,331.22,3.0,0.2,993.66
ORD-1190,2024-06-23,2024-06-26,Same Day,CUST-0005,Customer 5,Corporate,West,Texas,Houston,Technology,Copiers,Copiers Model 451,388.45,7.0,0.2,2719.15
ORD-1191,2023-11-25,2023-11-27,Second Class,CUST-0049,Customer 36,Corporate,South,Ohio,Columbus,Office Supplies,Art,Art Model 689,449.96,8.0,0.0,3599.68
ORD-1192,2024-01-05,2024-01-07,Same Day,CUST-0140,Customer 91,Corporate,West,Illinois,Chicago,Furniture,Chairs,Chairs Model 880,480.11,7.0,0.0,3360.77
ORD-1193,2024-06-05,2024-06-06,Second Class,CUST-0059,Customer 78,Corporate,East,Florida,Miami,Furniture,Furnishings,Furnishings Model 725,375.3,2.0,0.0,750.6
ORD-1194,2023-10-15,2023-10-18,Standard Class,CUST-0120,Customer 109,Home Office,West,Pennsylvania,Philadelphia,Office Supplies,Art,Art Model 643,124.14,5.0,0.3,620.7
ORD-1195,2024-02-01,2024-02-07,Second Class,CUST-0136,Customer 46,Corporate,Central,Illinois,Chicago,Office Supplies,Binders,Binders Model 762,132.92,2.0,0.0,265.84
ORD-1196,2024-04-10,2024-04-12,Standard Class,CUST-0027,Customer 50,Home Office,Central,Illinois,Chicago,Technology,Copiers,Copiers Model 506,274.79,9.0,0.0,2473.11
ORD-1197,2024-09-21,2024-09-24,Standard Class,CUST-0030,Customer 109,Home Office,East,Ohio,Columbus,Furniture,Tables,Tables Model 227,273.41,1.0,0.2,273.41
ORD-1198,2023-09-18,2023-09-21,Same Day,CUST-0104,Customer 64,Corporate,West,California,Los Angeles,Furniture,Bookcases,Bookcases Model 590,84.62,8.0,0.0,676.96
ORD-1199,2023-03-07,2023-03-08,Standard Class,CUST-0137,Customer 86,Corporate,West,Florida,Miami,Furniture,Tables,Tables Model 413,372.46,7.0,0.2,2607.22
ORD-1200,2024-03-12,2024-03-13,First Class,CUST-0144,Customer 70,Home Office,East,Washington,Seattle,Office Supplies,Art,Art Model 797,374.14,9.0,0.1,3367.26
ORD-1201,2023-08-15,2023-08-17,Second Class,CUST-0054,Customer 103,Consumer,West,Illinois,Chicago,Technology,Phones,Phones Model 137,323.47,8.0,0.0,2587.76
ORD-1202,2023-04-29,2023-05-03,Same Day,CUST-0003,Customer 80,Corporate,Central,Illinois,Chicago,Office Supplies,Art,Art Model 599,94.75,4.0,0.0,379.0
ORD-1203,2023-03-01,2023-03-04,First Class,CUST-0110,Customer 109,Corporate,West,California,Los Angeles,Office Supplies,Paper,Paper Model 216,301.69,3.0,0.3,905.07
ORD-1204,2023-07-02,2023-07-03,Standard Class,CUST-0146,Customer 63,Consumer,Central,Ohio,Columbus,Technology,Copiers,Copiers Model 575,261.05,4.0,0.0,1044.2
ORD-1205,2023-06-10,2023-06-11,Same Day,CUST-0148,Customer 47,Home Office,Central,Pennsylvania,Philadelphia,Technology,Accessories,Accessories Model 809,499.18,6.0,0.0,2995.08
ORD-1206,2024-08-24,2024-08-29,Same Day,CUST-0061,Customer 138,Corporate,Central,California,Los Angeles,Technology,Machines,Machines Model 718,374.87,7.0,0.0,2624.09
ORD-1207,2024-07-16,2024-07-21,Second Class,CUST-0035,Customer 46,Corporate,Central,Texas,Houston,Furniture,Tables,Tables Model 680,416.69,6.0,0.0,2500.14
ORD-1208,2023-03-15,2023-03-20,Second Class,CUST-0090,Customer 4,Corporate,Central,Washington,Seattle,Furniture,Furnishings,Furnishings Model 394,97.12,1.0,0.0,97.12
ORD-1209,2023-07-01,2023-07-07,Same Day,CUST-0057,Customer 31,Consumer,South,Washington,Seattle,Office Supplies,Storage,Storage Model 824,221.24,9.0,0.3,1991.16
ORD-1210,2023-06-12,2023-06-16,Same Day,CUST-0138,Customer 80,Corporate,Central,Pennsylvania,Philadelphia,Office Supplies,Art,Art Model 717,27.07,6.0,0.3,162.42
ORD-1211,2023-08-16,2023-08-19,Second Class,CUST-0107,Customer 21,Corporate,East,Washington,Seattle,Furniture,Chairs,Chairs Model 618,137.73,9.0,0.0,1239.57
ORD-1212,2024-03-01,2024-03-03,Same Day,CUST-0128,Customer 142,Consumer,East,Washington,Seattle,Office Supplies,Paper,Paper Model 413,367.56,4.0,0.0,1470.24
ORD-1213,2023-11-01,2023-11-04,Standard Class,CUST-0085,Customer 128,Consumer,East,Texas,Houston,Furniture,Tables,Tables Model 524,76.76,7.0,0.1,537.32
ORD-1214,2023-10-16,2023-10-17,Standard Class,CUST-0061,Customer 98,Corporate,Central,Florida,Miami,Furniture,Tables,Tables Model 780,361.4,9.0,0.0,3252.6
ORD-1215,2024-05-08,2024-05-14,Standard Class,CUST-0074,Customer 85,Consumer,West,New York,New York City,Technology,Machines,Machines Model 121,276.68,2.0,0.0,553.36
ORD-1216,2024-11-09,2024-11-15,Same Day,CUST-0038,Customer 59,Corporate,Central,Washington,Seattle,Furniture,Tables,Tables Model 803,53.29,3.0,0.0,159.87
ORD-1217,2024-06-15,2024-06-17,Same Day,CUST-0110,Customer 109,Corporate,Central,Ohio,Columbus,Technology,Accessories,Accessories Model 475,251.14,5.0,0.0,1255.7
ORD-1218,2023-01-26,2023-01-27,Second Class,CUST-0131,Customer 44,Consumer,West,Ohio,Columbus,Furniture,Bookcases,Bookcases Model 326,440.39,9.0,0.1,3963.51
ORD-1219,2023-11-03,2023-11-06,Same Day,CUST-0074,Customer 8,Consumer,South,Florida,Miami,Office Supplies,Art,Art Model 584,228.59,2.0,0.2,457.18
ORD-1220,2024-07-07,2024-07-11,Second Class,CUST-0012,Customer 130,Home Office,South,Washington,Seattle,Furniture,Furnishings,Furnishings Model 486,399.97,8.0,0.1,3199.76
ORD-1221,2023-08-08,2023-08-09,Same Day,CUST-0008,Customer 101,Home Office,East,Ohio,Columbus,Furniture,Bookcases,Bookcases Model 359,449.11,8.0,0.0,3592.88
ORD-1222,2024-07-28,2024-08-02,Standard Class,CUST-0021,Customer 13,Corporate,South,Ohio,Columbus,Office Supplies,Storage,Storage Model 201,441.8,7.0,0.0,3092.6
ORD-1223,2023-05-11,2023-05-12,Standard Class,CUST-0148,Customer 126,Corporate,East,Washington,Seattle,Office Supplies,Storage,Storage Model 326,85.31,5.0,0.0,426.55
ORD-1224,2024-03-09,2024-03-15,Same Day,CUST-0121,Customer 139,Corporate,Central,Texas,Houston,Furniture,Furnishings,Furnishings Model 463,429.8,4.0,0.0,1719.2
ORD-1225,2024-08-10,2024-08-14,Second Class,CUST-0021,Customer 34,Consumer,Central,Pennsylvania,Philadelphia,Furniture,Chairs,Chairs Model 437,130.89,6.0,0.2,785.34
ORD-1226,2024-09-11,2024-09-14,First Class,CUST-0091,Customer 33,Consumer,South,Pennsylvania,Philadelphia,Office Supplies,Storage,Storage Model 165,327.32,6.0,0.0,1963.92
ORD-1227,2023-07-20,2023-07-24,Standard Class,CUST-0087,Customer 128,Home Office,Central,Washington,Seattle,Technology,Copiers,Copiers Model 615,6.89,7.0,0.0,48.23
ORD-1228,2023-11-09,2023-11-14,Second Class,CUST-0142,Customer 145,Home Office,East,Illinois,Chicago,Office Supplies,Binders,Binders Model 966,111.69,5.0,0.2,558.45
ORD-1229,2023-09-08,2023-09-11,First Class,CUST-0091,Customer 98,Corporate,West,Ohio,Columbus,Furniture,Bookcases,Bookcases Model 241,133.84,1.0,0.0,133.84
ORD-1230,2024-05-21,2024-05-25,Standard Class,CUST-0088,Customer 14,Corporate,West,California,Los Angeles,Furniture,Furnishings,Furnishings Model 826,68.78,3.0,0.0,206.34
ORD-1231,2024-03-01,2024-03-04,Same Day,CUST-0071,Customer 63,Consumer,Central,California,Los Angeles,Office Supplies,Binders,Binders Model 735,149.65,3.0,0.2,448.95
ORD-1232,2023-04-30,2023-05-06,Standard Class,CUST-0030,Customer 9,Consumer,South,Illinois,Chicago,Technology,Phones,Phones Model 919,144.35,4.0,0.0,577.4
ORD-1233,2023-11-30,2023-12-06,Same Day,CUST-0068,Customer 8,Corporate,East,California,Los Angeles,Furniture,Tables,Tables Model 736,301.19,3.0,0.0,903.57
ORD-1234,2023-03-03,2023-03-04,Second Class,CUST-0012,Customer 35,Home Office,South,Florida,Miami,Office Supplies,Binders,Binders Model 593,494.57,7.0,0.0,3461.99
ORD-1235,2024-11-14,2024-11-15,Standard Class,CUST-0137,Customer 68,Home Office,East,Illinois,Chicago,Office Supplies,Labels,Labels Model 581,263.12,5.0,0.3,1315.6
ORD-1236,2024-03-13,2024-03-17,First Class,CUST-0015,Customer 105,Home Office,West,Pennsylvania,Philadelphia,Furniture,Furnishings,Furnishings Model 919,261.14,8.0,0.3,2089.12
ORD-1237,2024-05-19,2024-05-24,Same Day,CUST-0055,Customer 92,Corporate,South,Texas,Houston,Furniture,Tables,Tables Model 678,305.51,3.0,0.0,916.53
ORD-1238,2023-12-27,2023-12-28,Same Day,CUST-0006,Customer 145,Consumer,South,Florida,Miami,Office Supplies,Art,Art Model 361,475.51,2.0,0.2,951.02
ORD-1239,2023-04-03,2023-04-08,First Class,CUST-0142,Customer 35,Consumer,South,California,Los Angeles,Office Supplies,Storage,Storage Model 923,74.31,1.0,0.0,74.31
ORD-1240,2023-07-09,2023-07-12,Same Day,CUST-0097,Customer 90,Home Office,East,Washington,Seattle,Furniture,Chairs,Chairs Model 856,270.82,1.0,0.0,270.82
ORD-1241,2023-08-21,2023-08-22,Standard Class,CUST-0049,Customer 41,Consumer,South,Florida,Miami,Furniture,Furnishings,Furnishings Model 888,258.77,6.0,0.0,1552.62
ORD-1242,2024-05-08,2024-05-11,Standard Class,CUST-0127,Customer 46,Consumer,East,Texas,Houston,Technology,Accessories,Accessories Model 267,256.17,9.0,0.0,2305.53
ORD-1243,2023-09-25,2023-09-30,Standard Class,CUST-0045,Customer 90,Home Office,South,Florida,Miami,Technology,Copiers,Copiers Model 349,441.72,5.0,0.0,2208.6
ORD-1244,2024-03-06,2024-03-07,Same Day,CUST-0082,Customer 146,Corporate,South,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 772,432.13,7.0,0.0,3024.91
ORD-1245,2023-03-25,2023-03-26,Same Day,CUST-0122,Customer 143,Consumer,Central,California,Los Angeles,Technology,Copiers,Copiers Model 869,187.68,3.0,0.3,563.04
ORD-1246,2023-09-23,2023-09-29,First Class,CUST-0118,Customer 121,Home Office,South,New York,New York City,Technology,Phones,Phones Model 870,340.94,2.0,0.2,681.88
ORD-1247,2023-12-16,2023-12-18,Standard Class,CUST-0012,Customer 65,Home Office,East,California,Los Angeles,Office Supplies,Storage,Storage Model 456,371.79,6.0,0.2,2230.74
ORD-1248,2023-10-21,2023-10-25,Second Class,CUST-0107,Customer 146,Home Office,East,Illinois,Chicago,Furniture,Tables,Tables Model 474,281.53,9.0,0.0,2533.77
ORD-1249,2023-07-14,2023-07-18,First Class,CUST-0041,Customer 63,Home Office,South,Washington,Seattle,Furniture,Chairs,Chairs Model 174,431.56,2.0,0.2,863.12
ORD-1250,2024-11-09,2024-11-11,Same Day,CUST-0007,Customer 56,Consumer,East,Florida,Miami,Office Supplies,Storage,Storage Model 658,302.53,4.0,0.3,1210.12
ORD-1251,2024-02-23,2024-02-26,First Class,CUST-0126,Customer 139,Consumer,East,Ohio,Columbus,Technology,Phones,Phones Model 905,261.03,2.0,0.3,522.06
ORD-1252,2024-04-30,2024-05-01,Same Day,CUST-0113,Customer 109,Corporate,East,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 475,185.47,4.0,0.3,741.88
ORD-1253,2023-06-04,2023-06-10,First Class,CUST-0051,Customer 50,Corporate,Central,Pennsylvania,Philadelphia,Technology,Accessories,Accessories Model 224,482.19,4.0,0.1,1928.76
ORD-1254,2023-05-05,2023-05-10,Same Day,CUST-0101,Customer 35,Home Office,West,New York,New York City,Technology,Phones,Phones Model 807,148.18,5.0,0.1,740.9
ORD-1255,2023-04-19,2023-04-25,Standard Class,CUST-0049,Customer 141,Corporate,East,Washington,Seattle,Office Supplies,Art,Art Model 953,274.96,4.0,0.0,1099.84
ORD-1256,2023-12-20,2023-12-25,Second Class,CUST-0085,Customer 127,Consumer,South,Texas,Houston,Furniture,Bookcases,Bookcases Model 238,420.08,3.0,0.1,1260.24
ORD-1257,2024-04-27,2024-05-02,Second Class,CUST-0139,Customer 17,Home Office,South,Ohio,Columbus,Technology,Copiers,Copiers Model 949,261.05,8.0,0.0,2088.4
ORD-1258,2024-06-03,2024-06-07,Standard Class,CUST-0101,Customer 118,Home Office,Central,Illinois,Chicago,Office Supplies,Binders,Binders Model 163,397.3,3.0,0.0,1191.9
ORD-1259,2024-07-12,2024-07-16,Standard Class,CUST-0139,Customer 5,Consumer,South,Pennsylvania,Philadelphia,Technology,Phones,Phones Model 119,261.05,6.0,0.0,1566.3
ORD-1260,2023-05-27,2023-05-29,Same Day,CUST-0052,Customer 96,Corporate,Central,Florida,Miami,Furniture,Tables,Tables Model 794,261.05,6.0,0.0,1566.3
ORD-1261,2023-08-04,2023-08-07,Same Day,CUST-0082,Customer 92,Home Office,Central,Texas,Houston,Office Supplies,Art,Art Model 850,146.46,1.0,0.0,146.46
ORD-1262,2023-12-03,2023-12-04,Same Day,CUST-0072,Customer 147,Home Office,West,California,Los Angeles,Technology,Phones,Phones Model 422,240.86,9.0,0.3,2167.74
ORD-1263,2024-04-24,2024-04-30,Second Class,CUST-0067,Customer 54,Corporate,West,Illinois,Chicago,Technology,Phones,Phones Model 419,257.66,7.0,0.1,1803.62
ORD-1264,2024-10-25,2024-10-28,Second Class,CUST-0057,Customer 47,Home Office,Central,Florida,Miami,Office Supplies,Labels,Labels Model 469,182.56,5.0,0.0,912.8
ORD-1265,2023-03-06,2023-03-10,Standard Class,CUST-0001,Customer 143,Consumer,East,California,Los Angeles,Office Supplies,Binders,Binders Model 843,49.46,7.0,0.2,346.22
ORD-1266,2024-06-30,2024-07-02,Same Day,CUST-0023,Customer 9,Corporate,West,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 483,330.98,1.0,0.3,330.98
ORD-1267,2023-07-07,2023-07-12,Same Day,CUST-0034,Customer 45,Consumer,Central,Illinois,Chicago,Office Supplies,Storage,Storage Model 222,177.67,3.0,0.0,533.01
ORD-1268,2024-01-15,2024-01-21,Second Class,CUST-0013,Customer 111,Home Office,South,Washington,Seattle,Office Supplies,Paper,Paper Model 389,43.05,7.0,0.1,301.35
ORD-1269,2024-07-20,2024-07-23,Same Day,CUST-0053,Customer 39,Consumer,East,Pennsylvania,Philadelphia,Technology,Accessories,Accessories Model 332,402.72,8.0,0.0,3221.76
ORD-1270,2023-11-09,2023-11-10,First Class,CUST-0081,Customer 23,Corporate,West,Pennsylvania,Philadelphia,Office Supplies,Labels,Labels Model 109,21.67,3.0,0.0,65.01
ORD-1271,2023-06-27,2023-07-01,Same Day,CUST-0053,Customer 79,Corporate,West,Pennsylvania,Philadelphia,Office Supplies,Art,Art Model 802,320.36,2.0,0.0,640.72
ORD-1272,2024-09-22,2024-09-28,Same Day,CUST-0098,Customer 127,Home Office,East,New York,New York City,Furniture,Bookcases,Bookcases Model 815,388.8,2.0,0.3,777.6
ORD-1273,2023-06-03,2023-06-05,Second Class,CUST-0038,Customer 87,Corporate,South,Florida,Miami,Furniture,Bookcases,Bookcases Model 489,55.86,1.0,0.1,55.86
ORD-1274,2024-09-10,2024-09-13,First Class,CUST-0100,Customer 82,Home Office,Central,California,Los Angeles,Furniture,Furnishings,Furnishings Model 240,371.75,9.0,0.0,3345.75
ORD-1275,2024-11-21,2024-11-26,Second Class,CUST-0060,Customer 109,Home Office,West,California,Los Angeles,Technology,Phones,Phones Model 274,191.77,8.0,0.3,1534.16
ORD-1276,2024-06-19,2024-06-23,Standard Class,CUST-0025,Customer 94,Consumer,East,Texas,Houston,Technology,Phones,Phones Model 951,357.96,5.0,0.0,1789.8
ORD-1277,2024-05-16,2024-05-20,Standard Class,CUST-0099,Customer 47,Corporate,South,Florida,Miami,Technology,Accessories,Accessories Model 326,323.85,1.0,0.0,323.85
ORD-1278,2024-02-01,2024-02-05,Second Class,CUST-0016,Customer 137,Consumer,West,Ohio,Columbus,Furniture,Furnishings,Furnishings Model 558,430.18,5.0,0.0,2150.9
ORD-1279,2023-06-11,2023-06-12,Same Day,CUST-0007,Customer 36,Corporate,Central,Florida,Miami,Office Supplies,Binders,Binders Model 127,399.14,7.0,0.0,2793.98
ORD-1280,2024-03-13,2024-03-14,Standard Class,CUST-0013,Customer 57,Consumer,West,Washington,Seattle,Office Supplies,Art,Art Model 153,30.84,8.0,0.0,246.72
ORD-1281,2024-07-11,2024-07-16,Second Class,CUST-0024,Customer 2,Corporate,East,Illinois,Chicago,Office Supplies,Labels,Labels Model 967,137.46,5.0,0.1,687.3
ORD-1282,2023-01-17,2023-01-21,Same Day,CUST-0024,Customer 29,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Paper Model 839,20.55,3.0,0.0,61.65
ORD-1283,2023-04-29,2023-05-03,First Class,CUST-0104,Customer 92,Corporate,South,Florida,Miami,Office Supplies,Art,Art Model 894,201.84,1.0,0.3,201.84
ORD-1284,2024-02-25,2024-03-02,Same Day,CUST-0033,Customer 55,Corporate,Central,Ohio,Columbus,Office Supplies,Labels,Labels Model 855,42.81,9.0,0.1,385.29
ORD-1285,2024-10-08,2024-10-12,First Class,CUST-0075,Customer 8,Consumer,Central,Ohio,Columbus,Furniture,Tables,Tables Model 828,287.47,5.0,0.3,1437.35
ORD-1286,2024-05-03,2024-05-08,Second Class,CUST-0079,Customer 124,Home Office,South,New York,New York City,Furniture,Tables,Tables Model 317,80.4,8.0,0.2,643.2
ORD-1287,2024-03-09,2024-03-12,Same Day,CUST-0028,Customer 22,Consumer,East,Ohio,Columbus,Office Supplies,Binders,Binders Model 670,123.38,8.0,0.3,987.04
ORD-1288,2023-01-25,2023-01-27,Standard Class,CUST-0083,Customer 11,Consumer,East,Texas,Houston,Office Supplies,Art,Art Model 555,311.77,9.0,0.1,2805.93
ORD-1289,2024-11-17,2024-11-21,Same Day,CUST-0057,Customer 47,Home Office,East,Pennsylvania,Philadelphia,Technology,Accessories,Accessories Model 785,338.69,5.0,0.0,1693.45
ORD-1290,2023-12-27,2023-12-30,Second Class,CUST-0015,Customer 61,Corporate,East,Florida,Miami,Office Supplies,Paper,Paper Model 657,77.92,5.0,0.3,389.6
ORD-1291,2023-07-29,2023-08-04,Second Class,CUST-0141,Customer 3,Corporate,West,New York,New York City,Furniture,Tables,Tables Model 192,140.98,6.0,0.0,845.88
ORD-1292,2023-11-29,2023-12-01,First Class,CUST-0070,Customer 16,Home Office,South,Texas,Houston,Furniture,Bookcases,Bookcases Model 659,338.8,1.0,0.2,338.8
ORD-1293,2023-10-01,2023-10-04,First Class,CUST-0102,Customer 118,Corporate,West,Ohio,Columbus,Technology,Machines,Machines Model 489,263.66,5.0,0.0,1318.3
ORD-1294,2024-09-10,2024-09-13,Same Day,CUST-0008,Customer 141,Corporate,South,Illinois,Chicago,Technology,Phones,Phones Model 577,454.41,2.0,0.0,908.82
ORD-1295,2023-07-06,2023-07-10,Second Class,CUST-0086,Customer 93,Corporate,South,Florida,Miami,Technology,Machines,Machines Model 236,322.1,7.0,0.0,2254.7
ORD-1296,2023-11-18,2023-11-21,Standard Class,CUST-0121,Customer 93,Home Office,South,Pennsylvania,Philadelphia,Furniture,Tables,Tables Model 752,393.29,5.0,0.1,1966.45
ORD-1297,2024-06-29,2024-07-02,Same Day,CUST-0089,Customer 93,Home Office,East,California,Los Angeles,Furniture,Tables,Tables Model 934,451.18,6.0,0.2,2707.08
ORD-1298,2023-01-17,2023-01-19,Same Day,CUST-0093,Customer 91,Corporate,South,Illinois,Chicago,Furniture,Tables,Tables Model 213,459.62,1.0,0.2,459.62
ORD-1299,2023-09-23,2023-09-26,Standard Class,CUST-0105,Customer 133,Corporate,East,Texas,Houston,Furniture,Tables,Tables Model 500,439.29,4.0,0.3,1757.16
ORD-1300,2024-08-02,2024-08-07,First Class,CUST-0056,Customer 149,Home Office,South,Florida,Miami,Office Supplies,Paper,Paper Model 381,341.38,9.0,0.0,3072.42
ORD-1301,2024-07-05,2024-07-10,Second Class,CUST-0132,Customer 23,Corporate,South,Illinois,Chicago,Technology,Accessories,Accessories Model 498,76.19,7.0,0.1,533.33
ORD-1302,2024-01-03,2024-01-06,First Class,CUST-0046,Customer 68,Corporate,Central,Florida,Miami,Office Supplies,Art,Art Model 520,106.21,8.0,0.0,849.68
ORD-1303,2023-06-13,2023-06-15,Same Day,CUST-0024,Customer 4,Home Office,West,Illinois,Chicago,Furniture,Bookcases,Bookcases Model 532,52.05,5.0,0.0,260.25
ORD-1304,2024-08-03,2024-08-09,Second Class,CUST-0057,Customer 54,Corporate,East,Illinois,Chicago,Technology,Phones,Phones Model 924,144.82,7.0,0.0,1013.74
ORD-1305,2023-12-08,2023-12-12,Same Day,CUST-0038,Customer 141,Home Office,West,Washington,Seattle,Office Supplies,Labels,Labels Model 405,155.45,3.0,0.2,466.35
