order_id,customer_id,order_date,status,region_code,customer_id_missing_flag
454,25,2025-07-20 06:50:49,PLACED,WEST,False
455,380,2025-11-30 20:36:11,DELIVERED,NORTH,False
456,341,2025-09-17 00:00:00,DELIVERED,EAST,False
457,556,2025-10-21 19:03:09,DELIVERED,NORTH,False
458,344,2026-02-23 11:34:30,DELIVERED,EAST,False
459,114,2025-05-25 10:47:54,DELIVERED,EAST,False
460,573,2026-01-30 00:00:00,DELIVERED,SOUTH,False
461,343,2025-02-02 08:26:09,DELIVERED,CENTRAL,False
462,215,2026-03-09 00:10:17,SHIPPED,EAST,False
463,516,2026-01-11 08:20:43,PLACED,EAST,False
464,498,2025-08-25 11:42:26,PLACED,CENTRAL,False
465,546,2026-06-30 14:59:08,DELIVERED,NORTH,False
466,469,2024-10-07 19:33:11,CANCELLED,EAST,False
467,79,2024-10-24 22:42:35,PLACED,SOUTH,False
468,210,2025-09-09 10:19:15,PLACED,WEST,False
469,555,2026-07-25 16:32:49,DELIVERED,WEST,False
470,22,2025-03-15 10:16:01,PLACED,SOUTH,False
471,533,2025-12-14 17:33:27,DELIVERED,EAST,False
472,543,2026-05-16 22:18:00,DELIVERED,CENTRAL,False
473,314,2024-12-12 09:24:43,SHIPPED,EAST,False
474,49,2024-11-24 05:13:37,DELIVERED,SOUTH,False
475,165,2026-02-04 21:08:26,SHIPPED,SOUTH,False
476,158,2024-12-04 06:00:20,PLACED,EAST,False
477,452,2025-02-19 06:20:31,SHIPPED,NORTH,False
478,353,2024-11-23 21:52:48,DELIVERED,SOUTH,False
479,125,2026-07-16 00:00:00,RETURNED,SOUTH,False
480,328,2024-11-30 00:00:00,DELIVERED,CENTRAL,False
481,303,2025-08-04 02:20:06,RETURNED,CENTRAL,False
482,579,2026-02-17 21:02:25,DELIVERED,NORTH,False
483,42,2024-11-17 07:02:18,PLACED,NORTH,False
484,226,2025-07-13 09:32:00,DELIVERED,CENTRAL,False
485,598,2025-09-13 21:26:17,RETURNED,EAST,False
486,86,2025-09-23 04:43:57,DELIVERED,NORTH,False
487,404,2024-12-30 00:48:41,DELIVERED,CENTRAL,False
488,370,2025-06-05 19:01:05,CANCELLED,EAST,False
489,13,2025-03-10 02:16:02,DELIVERED,WEST,False
490,90,2025-01-15 12:50:56,DELIVERED,WEST,False
491,296,2024-12-06 05:16:23,RETURNED,WEST,False
492,425,2024-11-17 09:43:48,DELIVERED,SOUTH,False
493,487,2026-06-05 19:51:12,DELIVERED,CENTRAL,False
494,91,2024-08-06 03:23:04,RETURNED,WEST,False
495,474,2026-02-03 15:57:49,RETURNED,SOUTH,False
496,391,2025-03-13 19:59:04,PLACED,EAST,False
497,312,2025-08-19 18:42:02,DELIVERED,NORTH,False
498,158,2025-02-21 00:39:16,DELIVERED,WEST,False
499,295,2025-06-21 00:21:57,RETURNED,SOUTH,False
500,,2026-03-17 23:23:00,RETURNED,NORTH,True
501,371,2025-10-26 07:51:03,DELIVERED,EAST,False
502,488,2026-01-22 05:39:59,DELIVERED,CENTRAL,False
503,,2025-02-18 14:07:25,PLACED,EAST,True
504,139,2025-05-05 14:08:52,SHIPPED,WEST,False
505,365,2024-09-07 20:06:41,DELIVERED,NORTH,False
506,188,2026-03-17 22:50:35,DELIVERED,CENTRAL,False
507,324,2026-05-05 05:04:44,DELIVERED,EAST,False
508,372,2024-10-14 10:27:51,DELIVERED,SOUTH,False
509,,2025-09-07 11:24:10,DELIVERED,WEST,True
510,167,2024-10-19 13:12:26,DELIVERED,SOUTH,False
511,573,2025-11-20 11:08:00,RETURNED,CENTRAL,False
512,117,2025-06-21 03:53:53,PLACED,SOUTH,False
513,492,2025-04-28 11:06:11,DELIVERED,WEST,False
514,536,2026-03-17 02:20:26,SHIPPED,EAST,False
515,,2026-04-25 16:45:43,PLACED,SOUTH,True
516,315,2024-11-06 08:35:05,RETURNED,WEST,False
517,115,2024-09-30 00:00:00,DELIVERED,WEST,False
518,,2024-10-23 00:00:00,DELIVERED,CENTRAL,True
519,122,2026-07-07 16:12:49,PLACED,NORTH,False
520,127,2026-07-16 15:52:16,DELIVERED,SOUTH,False
521,360,2024-08-23 17:25:46,CANCELLED,EAST,False
522,357,2025-05-01 13:32:41,DELIVERED,CENTRAL,False
523,584,2024-09-23 01:53:41,DELIVERED,NORTH,False
524,197,2025-03-07 22:11:29,DELIVERED,NORTH,False
525,102,2026-07-19 20:56:06,DELIVERED,WEST,False
526,190,2025-07-08 11:57:54,PLACED,EAST,False
527,435,2025-01-14 10:21:24,DELIVERED,EAST,False
528,113,2025-09-08 16:25:27,DELIVERED,EAST,False
529,42,2024-10-03 21:12:46,PLACED,EAST,False
530,320,2026-01-16 15:28:33,DELIVERED,CENTRAL,False
531,439,2024-12-25 15:12:25,CANCELLED,WEST,False
532,377,2024-12-18 00:00:00,DELIVERED,NORTH,False
533,536,2025-12-25 12:13:45,PLACED,WEST,False
534,105,2026-02-27 21:17:49,RETURNED,NORTH,False
535,204,2025-04-21 00:33:05,CANCELLED,WEST,False
536,435,2026-02-15 06:43:01,DELIVERED,CENTRAL,False
537,410,2025-05-04 14:08:05,DELIVERED,WEST,False
538,524,2025-03-05 14:53:53,DELIVERED,NORTH,False
539,510,2025-01-27 06:49:48,PLACED,NORTH,False
540,70,2025-08-22 21:54:27,RETURNED,WEST,False
541,335,2024-11-27 15:13:03,DELIVERED,NORTH,False
542,533,2026-03-20 04:34:52,DELIVERED,EAST,False
543,503,2025-08-28 02:03:22,DELIVERED,CENTRAL,False
544,33,2025-07-01 07:21:24,PLACED,WEST,False
545,386,2025-07-10 17:50:40,PLACED,CENTRAL,False
546,311,2026-06-19 04:00:27,DELIVERED,SOUTH,False
547,399,2025-08-14 14:49:06,DELIVERED,WEST,False
548,553,2025-10-19 10:46:18,DELIVERED,SOUTH,False
549,401,2025-02-21 13:57:49,RETURNED,CENTRAL,False
550,292,2025-04-06 00:00:00,DELIVERED,SOUTH,False
551,358,2026-04-21 19:10:10,PLACED,EAST,False
552,439,2025-04-26 01:55:56,DELIVERED,NORTH,False
553,254,2025-01-30 05:40:21,DELIVERED,NORTH,False
554,118,2025-04-20 05:12:47,DELIVERED,NORTH,False
555,433,2025-10-16 05:12:30,DELIVERED,NORTH,False
556,23,2025-04-03 20:15:17,DELIVERED,CENTRAL,False
557,501,2024-10-17 17:11:30,SHIPPED,WEST,False
558,348,2024-12-08 10:09:23,DELIVERED,WEST,False
559,78,2026-05-15 17:49:39,SHIPPED,EAST,False
560,,2025-10-20 11:12:02,SHIPPED,NORTH,True
561,593,2024-10-13 13:57:45,SHIPPED,CENTRAL,False
562,487,2025-06-28 17:49:51,DELIVERED,EAST,False
563,308,2025-07-03 06:02:10,DELIVERED,WEST,False
564,528,2025-07-19 00:47:36,DELIVERED,NORTH,False
565,529,2026-06-02 02:04:35,DELIVERED,WEST,False
566,546,2026-04-21 07:36:46,DELIVERED,WEST,False
567,62,2025-09-10 15:48:38,DELIVERED,SOUTH,False
568,308,2026-05-18 15:34:28,DELIVERED,NORTH,False
569,423,2025-02-24 08:01:28,DELIVERED,EAST,False
570,242,2025-06-12 05:53:22,PLACED,NORTH,False
571,318,2025-07-27 12:33:50,RETURNED,WEST,False
572,38,2025-01-04 21:22:33,PLACED,EAST,False
573,285,2025-12-25 14:30:43,DELIVERED,NORTH,False
574,498,2026-03-31 00:00:00,CANCELLED,NORTH,False
575,306,2026-06-05 00:00:00,RETURNED,EAST,False
576,93,2025-06-05 06:39:35,DELIVERED,SOUTH,False
577,585,2026-02-22 11:42:25,PLACED,CENTRAL,False
578,538,2025-02-12 14:02:32,PLACED,CENTRAL,False
579,321,2025-04-13 18:20:03,DELIVERED,SOUTH,False
580,224,2024-11-21 01:32:06,SHIPPED,EAST,False
581,261,2026-06-02 05:37:14,DELIVERED,EAST,False
582,116,2025-04-03 19:48:00,DELIVERED,SOUTH,False
583,149,2025-05-09 22:46:24,DELIVERED,EAST,False
584,,2026-07-05 02:41:58,CANCELLED,NORTH,True
585,246,2025-02-13 11:56:34,DELIVERED,EAST,False
586,125,2025-09-20 11:27:28,CANCELLED,WEST,False
587,,2025-06-02 05:35:43,RETURNED,EAST,True
588,242,2025-03-20 00:21:53,CANCELLED,WEST,False
589,417,2026-04-06 00:00:00,CANCELLED,WEST,False
590,423,2026-07-21 15:09:35,DELIVERED,NORTH,False
591,268,2025-08-29 00:00:00,DELIVERED,CENTRAL,False
592,465,2026-01-22 00:00:00,PLACED,SOUTH,False
593,140,2024-08-03 09:20:13,DELIVERED,EAST,False
594,114,2024-12-01 14:01:24,DELIVERED,SOUTH,False
595,421,2026-04-08 15:55:23,DELIVERED,SOUTH,False
596,336,2026-04-14 00:17:40,PLACED,EAST,False
597,387,2026-05-11 07:32:42,SHIPPED,NORTH,False
598,235,2026-07-06 08:48:43,DELIVERED,EAST,False
599,173,2024-09-08 16:01:18,DELIVERED,EAST,False
600,377,2024-12-11 03:19:13,PLACED,CENTRAL,False
601,465,2026-05-05 13:11:47,PLACED,SOUTH,False
602,273,2025-03-12 16:00:00,DELIVERED,WEST,False
603,221,2026-05-03 02:07:49,DELIVERED,WEST,False
604,150,2024-08-23 08:22:11,SHIPPED,CENTRAL,False
605,255,2025-05-15 02:32:48,DELIVERED,NORTH,False
606,,2024-11-12 11:07:11,RETURNED,WEST,True
607,393,2026-02-02 06:31:27,DELIVERED,NORTH,False
608,61,2024-09-10 11:26:58,SHIPPED,EAST,False
609,47,2024-08-05 03:56:09,DELIVERED,EAST,False
610,380,2024-11-11 17:05:58,DELIVERED,CENTRAL,False
611,174,2025-08-27 06:31:10,DELIVERED,WEST,False
612,325,2026-02-03 16:07:24,PLACED,NORTH,False
613,131,2025-08-23 17:57:37,CANCELLED,EAST,False
614,290,2026-07-03 05:16:30,DELIVERED,EAST,False
615,447,2026-06-25 08:36:31,DELIVERED,WEST,False
616,155,2025-10-06 14:31:38,DELIVERED,WEST,False
617,153,2024-09-12 09:12:20,PLACED,EAST,False
618,479,2025-07-05 23:38:32,CANCELLED,WEST,False
619,,2025-05-04 22:00:59,DELIVERED,WEST,True
620,152,2024-11-05 01:04:55,SHIPPED,EAST,False
621,173,2026-03-06 11:49:56,SHIPPED,CENTRAL,False
622,5,2025-09-13 13:38:16,SHIPPED,NORTH,False
623,511,2026-01-08 18:29:21,DELIVERED,EAST,False
624,125,2025-06-03 03:51:27,RETURNED,NORTH,False
625,158,2024-08-23 10:15:35,CANCELLED,WEST,False
626,276,2025-11-05 12:46:12,DELIVERED,NORTH,False
627,464,2025-04-10 08:51:47,RETURNED,CENTRAL,False
628,50,2026-04-15 14:07:24,DELIVERED,NORTH,False
629,561,2025-11-11 19:31:40,DELIVERED,SOUTH,False
630,409,2024-10-09 00:00:00,SHIPPED,WEST,False
631,292,2025-12-16 16:05:09,DELIVERED,NORTH,False
632,443,2026-02-23 13:58:13,DELIVERED,CENTRAL,False
633,99,2026-05-09 06:35:23,SHIPPED,WEST,False
634,488,2025-02-25 12:49:07,DELIVERED,WEST,False
635,191,2025-07-04 04:19:15,PLACED,CENTRAL,False
636,475,2026-01-08 09:45:22,DELIVERED,SOUTH,False
637,540,2025-12-02 23:50:28,PLACED,WEST,False
638,490,2025-03-22 07:44:10,PLACED,EAST,False
639,536,2025-06-29 05:29:55,PLACED,NORTH,False
640,526,2024-10-23 14:24:32,DELIVERED,WEST,False
641,583,2026-04-24 08:09:06,SHIPPED,NORTH,False
642,17,2024-10-28 11:54:41,DELIVERED,SOUTH,False
643,47,2024-10-04 16:38:55,DELIVERED,EAST,False
644,466,2026-03-12 06:06:24,DELIVERED,EAST,False
645,192,2025-01-11 22:35:58,DELIVERED,CENTRAL,False
646,109,2025-07-03 22:35:52,PLACED,NORTH,False
647,,2025-12-23 09:00:58,DELIVERED,CENTRAL,True
648,311,2025-11-24 09:39:50,DELIVERED,WEST,False
649,90,2024-11-06 03:50:13,SHIPPED,NORTH,False
650,193,2026-05-30 00:00:00,DELIVERED,SOUTH,False
651,447,2026-05-17 01:41:23,DELIVERED,SOUTH,False
652,475,2024-11-24 02:00:28,PLACED,SOUTH,False
653,456,2025-08-12 17:55:42,CANCELLED,CENTRAL,False
654,302,2025-10-17 06:57:11,DELIVERED,EAST,False
655,,2025-12-03 15:41:30,DELIVERED,WEST,True
656,593,2025-11-06 19:15:15,RETURNED,NORTH,False
657,498,2025-09-03 17:38:39,DELIVERED,WEST,False
658,63,2025-09-15 00:00:00,DELIVERED,CENTRAL,False
659,428,2026-06-22 14:46:55,DELIVERED,EAST,False
660,447,2024-08-17 03:52:09,DELIVERED,WEST,False
661,238,2025-08-30 07:01:11,RETURNED,EAST,False
662,480,2024-11-10 20:58:22,DELIVERED,WEST,False
663,369,2026-04-11 06:00:21,RETURNED,SOUTH,False
664,290,2026-01-19 11:32:07,DELIVERED,SOUTH,False
665,161,2025-11-14 11:58:47,DELIVERED,WEST,False
666,215,2025-10-07 00:00:00,PLACED,EAST,False
667,163,2024-12-14 16:55:11,CANCELLED,NORTH,False
668,346,2025-07-01 11:20:50,SHIPPED,CENTRAL,False
669,265,2025-04-22 08:06:11,DELIVERED,CENTRAL,False
670,155,2026-05-25 20:40:51,DELIVERED,NORTH,False
671,449,2026-04-13 14:11:42,CANCELLED,NORTH,False
672,105,2026-05-02 17:12:26,DELIVERED,SOUTH,False
673,211,2026-07-09 14:00:20,DELIVERED,WEST,False
674,511,2026-02-20 23:45:25,SHIPPED,EAST,False
675,142,2024-11-04 12:34:40,DELIVERED,WEST,False
676,7,2025-02-07 13:01:22,DELIVERED,EAST,False
677,88,2025-02-23 14:53:26,DELIVERED,EAST,False
678,252,2024-11-26 18:14:16,DELIVERED,SOUTH,False
679,440,2025-06-18 02:30:36,CANCELLED,CENTRAL,False
680,371,2024-08-24 02:49:16,DELIVERED,CENTRAL,False
681,87,2025-04-20 18:26:12,RETURNED,SOUTH,False
682,403,2026-03-13 00:00:00,RETURNED,SOUTH,False
683,60,2025-12-04 14:01:05,DELIVERED,CENTRAL,False
684,430,2025-06-09 05:52:32,DELIVERED,EAST,False
685,322,2026-07-08 05:17:29,CANCELLED,CENTRAL,False
686,151,2026-01-26 22:26:46,DELIVERED,CENTRAL,False
687,453,2026-01-24 17:48:04,CANCELLED,WEST,False
688,309,2024-10-05 00:00:00,DELIVERED,SOUTH,False
689,554,2025-03-09 12:47:56,DELIVERED,EAST,False
690,164,2024-08-19 00:00:00,DELIVERED,CENTRAL,False
691,312,2026-02-16 07:06:50,DELIVERED,NORTH,False
692,266,2025-11-30 23:55:55,PLACED,NORTH,False
693,587,2026-02-24 00:00:00,DELIVERED,SOUTH,False
694,596,2025-10-14 07:29:47,RETURNED,CENTRAL,False
695,240,2025-04-30 02:45:27,DELIVERED,CENTRAL,False
696,387,2025-09-08 15:17:18,PLACED,CENTRAL,False
697,370,2025-07-19 20:56:40,DELIVERED,WEST,False
698,64,2025-06-27 00:27:45,DELIVERED,WEST,False
699,539,2025-06-09 19:52:23,DELIVERED,WEST,False
700,599,2025-08-23 10:48:53,RETURNED,WEST,False
701,427,2026-05-02 20:57:56,DELIVERED,WEST,False
702,133,2026-01-30 05:17:31,DELIVERED,SOUTH,False
703,34,2026-03-03 19:41:59,DELIVERED,NORTH,False
704,419,2024-10-25 16:48:54,DELIVERED,NORTH,False
705,121,2025-05-16 12:39:12,DELIVERED,EAST,False
706,147,2024-11-19 09:40:40,DELIVERED,EAST,False
707,221,2024-12-21 04:48:18,DELIVERED,NORTH,False
708,70,2026-06-08 00:00:00,DELIVERED,EAST,False
709,346,2026-03-30 21:24:27,CANCELLED,CENTRAL,False
710,142,2025-08-28 01:28:49,DELIVERED,WEST,False
711,334,2024-10-09 08:57:06,DELIVERED,WEST,False
712,405,2025-04-21 07:22:42,RETURNED,WEST,False
713,91,2026-06-04 14:32:40,PLACED,EAST,False
714,127,2025-12-14 03:25:49,SHIPPED,CENTRAL,False
715,55,2025-10-17 22:07:32,DELIVERED,CENTRAL,False
716,124,2025-12-25 06:45:05,SHIPPED,NORTH,False
717,211,2025-02-07 12:28:31,CANCELLED,CENTRAL,False
718,547,2025-11-15 08:35:37,DELIVERED,WEST,False
719,24,2025-04-22 01:14:58,DELIVERED,CENTRAL,False
720,264,2024-10-10 16:49:50,PLACED,SOUTH,False
721,188,2025-02-15 11:52:53,SHIPPED,WEST,False
722,61,2025-11-21 06:39:07,SHIPPED,NORTH,False
723,102,2025-04-06 14:00:19,CANCELLED,EAST,False
724,124,2024-09-10 07:04:41,DELIVERED,CENTRAL,False
725,521,2026-03-08 09:33:56,RETURNED,EAST,False
726,476,2025-10-04 14:55:27,DELIVERED,WEST,False
727,20,2025-02-26 01:30:04,DELIVERED,NORTH,False
728,569,2025-12-20 01:47:21,DELIVERED,WEST,False
729,513,2025-01-06 00:42:41,PLACED,CENTRAL,False
730,252,2025-09-22 12:23:25,RETURNED,CENTRAL,False
731,2,2026-04-24 04:46:36,CANCELLED,EAST,False
732,172,2024-08-01 00:00:00,RETURNED,EAST,False
733,390,2025-04-30 22:54:17,SHIPPED,CENTRAL,False
734,166,2026-02-26 03:22:07,PLACED,NORTH,False
735,126,2026-05-08 01:36:24,DELIVERED,EAST,False
736,216,2025-11-18 03:31:31,CANCELLED,EAST,False
737,464,2025-03-01 01:20:01,RETURNED,EAST,False
738,337,2024-08-13 07:55:27,PLACED,NORTH,False
739,5,2026-07-02 00:00:00,SHIPPED,CENTRAL,False
740,501,2026-03-16 05:22:56,PLACED,NORTH,False
741,456,2026-01-05 03:34:19,RETURNED,WEST,False
742,367,2025-05-28 09:33:42,DELIVERED,NORTH,False
743,380,2026-07-29 04:55:29,PLACED,NORTH,False
744,367,2024-12-27 18:02:11,DELIVERED,EAST,False
745,227,2025-01-29 22:53:04,RETURNED,NORTH,False
746,215,2024-08-06 13:00:48,CANCELLED,WEST,False
747,285,2025-10-17 00:50:04,SHIPPED,SOUTH,False
748,580,2026-01-05 02:15:37,DELIVERED,NORTH,False
749,67,2024-11-07 23:29:03,DELIVERED,SOUTH,False
750,281,2024-12-28 00:22:19,PLACED,CENTRAL,False
751,574,2026-06-17 22:12:47,RETURNED,NORTH,False
752,331,2025-07-02 23:16:56,DELIVERED,NORTH,False
753,478,2025-08-20 22:10:56,DELIVERED,SOUTH,False
754,,2026-07-15 08:03:29,DELIVERED,NORTH,True
755,343,2024-10-03 13:01:42,CANCELLED,SOUTH,False
756,434,2024-09-27 19:40:08,SHIPPED,EAST,False
757,100,2024-08-22 15:35:08,CANCELLED,CENTRAL,False
758,343,2026-05-15 20:11:49,PLACED,SOUTH,False
759,56,2026-05-01 04:21:50,DELIVERED,NORTH,False
760,450,2026-03-17 11:49:47,DELIVERED,NORTH,False
761,63,2026-07-14 00:00:00,DELIVERED,NORTH,False
762,64,2026-07-15 21:33:36,PLACED,CENTRAL,False
763,68,2024-10-19 02:12:13,DELIVERED,EAST,False
764,412,2024-10-14 10:24:19,DELIVERED,CENTRAL,False
765,11,2025-07-19 04:11:53,DELIVERED,CENTRAL,False
766,348,2025-12-19 14:03:17,DELIVERED,WEST,False
767,198,2024-10-23 21:23:19,DELIVERED,NORTH,False
768,199,2026-07-04 10:40:42,DELIVERED,EAST,False
769,493,2026-02-14 19:57:08,SHIPPED,SOUTH,False
770,62,2024-11-08 04:08:30,DELIVERED,EAST,False
771,555,2026-03-26 08:17:13,DELIVERED,CENTRAL,False
772,378,2024-08-07 06:39:23,DELIVERED,SOUTH,False
773,520,2026-04-29 06:41:33,CANCELLED,WEST,False
774,206,2025-12-11 12:48:24,DELIVERED,EAST,False
775,488,2026-01-22 15:40:02,DELIVERED,EAST,False
776,580,2025-04-18 17:09:53,DELIVERED,SOUTH,False
777,44,2025-08-21 04:49:04,PLACED,SOUTH,False
778,478,2025-11-28 14:42:43,DELIVERED,EAST,False
779,385,2025-01-07 11:22:27,CANCELLED,NORTH,False
780,76,2025-05-05 00:00:00,PLACED,EAST,False
781,600,2026-07-10 22:07:28,PLACED,NORTH,False
782,291,2024-12-14 06:19:41,SHIPPED,SOUTH,False
783,568,2025-02-08 01:06:22,PLACED,EAST,False
784,22,2026-05-08 19:16:18,DELIVERED,NORTH,False
785,216,2025-03-25 22:57:40,DELIVERED,EAST,False
786,540,2026-04-13 14:51:54,CANCELLED,NORTH,False
787,134,2026-04-10 09:58:29,DELIVERED,EAST,False
788,440,2025-12-08 02:33:50,PLACED,CENTRAL,False
789,549,2025-03-17 11:57:49,DELIVERED,NORTH,False
790,287,2026-06-09 23:07:52,DELIVERED,CENTRAL,False
791,215,2026-02-16 21:49:39,DELIVERED,CENTRAL,False
792,521,2025-05-29 11:00:13,DELIVERED,CENTRAL,False
793,532,2025-07-27 14:34:09,DELIVERED,CENTRAL,False
794,507,2025-08-03 23:29:31,DELIVERED,CENTRAL,False
795,213,2025-01-18 12:15:59,DELIVERED,SOUTH,False
796,314,2025-06-27 03:00:00,DELIVERED,EAST,False
797,87,2024-11-13 08:05:54,SHIPPED,CENTRAL,False
798,598,2024-09-01 22:57:34,DELIVERED,WEST,False
799,443,2025-06-14 15:25:56,DELIVERED,EAST,False
800,184,2025-07-10 01:40:13,DELIVERED,EAST,False
801,302,2026-05-17 11:15:56,DELIVERED,NORTH,False
802,234,2024-10-16 10:28:43,DELIVERED,CENTRAL,False
803,202,2026-01-07 08:54:45,DELIVERED,EAST,False
804,142,2026-05-27 02:20:25,DELIVERED,EAST,False
805,,2025-03-21 14:36:10,DELIVERED,WEST,True
806,594,2026-03-12 14:31:44,DELIVERED,CENTRAL,False
807,153,2026-06-04 05:27:28,SHIPPED,SOUTH,False
808,529,2025-10-30 22:32:27,DELIVERED,WEST,False
809,88,2025-04-01 04:08:16,DELIVERED,WEST,False
810,461,2026-05-25 12:01:51,DELIVERED,CENTRAL,False
811,313,2026-02-25 00:00:00,CANCELLED,EAST,False
812,430,2025-06-27 15:59:01,DELIVERED,CENTRAL,False
813,24,2025-10-15 20:24:36,RETURNED,SOUTH,False
814,339,2025-10-16 07:50:44,DELIVERED,CENTRAL,False
815,401,2025-05-24 04:17:35,DELIVERED,CENTRAL,False
816,487,2024-10-24 09:09:56,RETURNED,EAST,False
817,107,2026-01-07 04:46:41,PLACED,CENTRAL,False
818,192,2025-01-02 00:00:00,RETURNED,EAST,False
819,299,2025-12-26 07:16:26,DELIVERED,EAST,False
820,176,2025-04-11 19:28:22,DELIVERED,SOUTH,False
821,133,2025-09-21 16:12:32,DELIVERED,WEST,False
822,212,2024-11-09 22:06:47,DELIVERED,WEST,False
823,589,2026-07-31 11:06:15,SHIPPED,WEST,False
824,8,2024-11-19 19:58:17,CANCELLED,CENTRAL,False
825,539,2025-04-13 10:58:52,CANCELLED,WEST,False
826,41,2026-02-24 16:05:42,DELIVERED,WEST,False
827,305,2025-05-31 18:27:10,CANCELLED,SOUTH,False
828,184,2026-07-01 00:33:23,DELIVERED,WEST,False
829,188,2026-01-25 13:23:40,DELIVERED,NORTH,False
830,162,2025-03-01 15:33:34,DELIVERED,NORTH,False
831,223,2026-07-07 20:04:32,RETURNED,CENTRAL,False
832,378,2024-09-29 10:41:25,DELIVERED,EAST,False
833,169,2025-02-13 07:54:40,PLACED,NORTH,False
834,473,2025-05-24 01:15:17,DELIVERED,SOUTH,False
835,11,2025-02-11 15:37:46,RETURNED,EAST,False
836,476,2025-08-12 12:34:01,PLACED,SOUTH,False
837,449,2024-11-17 22:33:24,SHIPPED,SOUTH,False
838,19,2025-11-15 11:05:12,SHIPPED,CENTRAL,False
839,173,2024-09-30 06:17:41,PLACED,EAST,False
840,367,2024-12-17 05:02:46,PLACED,CENTRAL,False
841,49,2026-05-12 17:30:41,DELIVERED,NORTH,False
842,316,2025-07-11 00:00:00,PLACED,WEST,False
843,256,2025-05-18 23:53:00,SHIPPED,NORTH,False
844,15,2025-04-19 20:18:34,DELIVERED,NORTH,False
845,99,2026-04-11 23:44:35,DELIVERED,SOUTH,False
846,,2025-09-03 01:41:39,DELIVERED,CENTRAL,True
847,213,2026-07-27 17:07:28,RETURNED,NORTH,False
848,109,2025-05-04 23:03:52,PLACED,EAST,False
849,,2025-01-13 06:16:54,PLACED,EAST,True
850,378,2024-09-04 00:00:00,SHIPPED,EAST,False
851,512,2024-10-19 01:56:34,DELIVERED,CENTRAL,False
852,98,2025-11-09 22:20:02,DELIVERED,WEST,False
853,137,2025-04-15 21:47:46,DELIVERED,EAST,False
854,494,2024-09-22 10:32:33,DELIVERED,CENTRAL,False
855,524,2025-12-11 13:29:58,DELIVERED,NORTH,False
856,128,2025-03-28 21:21:20,DELIVERED,SOUTH,False
857,62,2024-11-15 20:13:12,SHIPPED,SOUTH,False
858,39,2025-02-01 21:50:02,DELIVERED,WEST,False
859,337,2024-11-13 06:55:06,DELIVERED,NORTH,False
860,425,2025-12-17 08:27:39,DELIVERED,SOUTH,False
861,340,2025-04-24 04:55:14,DELIVERED,SOUTH,False
862,228,2025-11-16 07:07:10,DELIVERED,SOUTH,False
863,7,2024-09-20 04:32:45,PLACED,SOUTH,False
864,145,2026-07-30 18:42:17,PLACED,CENTRAL,False
865,210,2025-01-31 13:08:24,DELIVERED,WEST,False
866,203,2025-02-07 05:43:55,DELIVERED,EAST,False
867,460,2025-12-07 16:30:47,CANCELLED,WEST,False
868,369,2025-06-06 07:48:54,DELIVERED,WEST,False
869,444,2026-03-14 13:28:31,RETURNED,WEST,False
870,,2025-05-24 06:10:16,PLACED,EAST,True
871,157,2025-10-04 09:54:38,SHIPPED,WEST,False
872,291,2025-05-19 09:14:41,DELIVERED,EAST,False
873,481,2024-12-31 00:24:21,SHIPPED,NORTH,False
874,384,2025-08-17 17:21:40,DELIVERED,WEST,False
875,383,2025-05-26 06:58:35,DELIVERED,CENTRAL,False
876,40,2026-07-17 19:55:47,RETURNED,SOUTH,False
877,447,2025-02-15 06:21:42,DELIVERED,EAST,False
878,501,2025-12-07 04:52:49,DELIVERED,WEST,False
879,253,2025-02-05 05:47:05,RETURNED,EAST,False
880,29,2026-01-24 17:48:34,PLACED,CENTRAL,False
881,151,2025-02-14 12:16:21,DELIVERED,SOUTH,False
882,,2026-03-22 19:57:47,DELIVERED,WEST,True
883,83,2025-09-07 18:13:51,CANCELLED,SOUTH,False
884,259,2026-01-20 08:46:21,RETURNED,WEST,False
885,422,2026-03-08 10:54:46,DELIVERED,NORTH,False
886,587,2026-03-27 06:34:18,CANCELLED,EAST,False
887,408,2026-01-25 22:28:19,RETURNED,WEST,False
888,,2024-09-24 05:56:23,DELIVERED,WEST,True
889,442,2024-12-11 12:51:11,SHIPPED,SOUTH,False
890,187,2025-08-26 09:23:57,DELIVERED,SOUTH,False
891,61,2026-03-06 11:26:33,DELIVERED,EAST,False
892,419,2025-07-09 07:48:39,DELIVERED,SOUTH,False
893,88,2025-05-21 09:22:13,PLACED,NORTH,False
894,490,2025-08-12 20:40:41,PLACED,NORTH,False
895,8,2025-12-30 18:30:22,RETURNED,NORTH,False
896,8,2025-05-19 18:55:05,RETURNED,EAST,False
897,485,2026-03-11 21:51:20,DELIVERED,EAST,False
898,352,2025-04-02 20:11:51,RETURNED,WEST,False
899,59,2025-05-04 12:51:57,CANCELLED,NORTH,False
900,412,2026-02-15 07:05:02,RETURNED,NORTH,False
901,544,2025-03-06 01:39:08,DELIVERED,SOUTH,False
902,487,2025-09-04 22:41:33,SHIPPED,EAST,False
903,,2025-05-07 18:43:09,RETURNED,EAST,True
904,240,2025-11-15 06:52:56,DELIVERED,NORTH,False
905,488,2025-12-25 08:19:42,RETURNED,WEST,False
906,200,2026-02-04 23:33:37,DELIVERED,CENTRAL,False
907,517,2024-08-25 15:47:01,DELIVERED,EAST,False
908,562,2026-06-11 11:11:19,CANCELLED,NORTH,False
