order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_date,order_status
ORD003155,CUST00238,PROD0118,1,828.66,2026-02-10,2026-02-19,Delivered
ORD003305,CUST00785,PROD0002,3,2472.29,2026-04-25,2026-04-29,Delivered
ORD000836,CUST00047,PROD0082,2,503.97,2026-02-27,,Shipped
ORD004487,CUST00508,PROD0102,5,133.37,2026-04-04,2026-04-16,Delivered
ORD003108,CUST00265,PROD0034,2,2546.45,2025-04-06,2025-04-18,Delivered
ORD000064,CUST00687,PROD0062,1,25032.52,2025-09-08,,Cancelled
ORD004870,CUST00339,PROD0079,5,2916.61,2025-04-09,,Returned
ORD003636,CUST00786,PROD0072,5,263.08,2025-02-23,2025-02-26,Delivered
ORD002109,CUST00011,PROD0044,3,1423.72,2025-02-05,2025-02-16,Delivered
ORD003236,CUST00340,PROD0104,1,1042.65,2025-01-14,,Returned
ORD002410,CUST00296,PROD0141,4,22625.81,2025-11-16,,Cancelled
ORD005378,CUST00472,PROD0039,2,5112.85,2026-03-29,2026-04-04,Delivered
ORD000376,CUST00367,PROD0050,1,3898.39,2026-01-22,2026-01-27,Delivered
ORD005738,CUST00162,PROD0008,4,545.71,2026-03-21,2026-03-26,Delivered
ORD002760,CUST00622,PROD0114,5,1292.66,2026-05-07,,Processing
ORD003783,CUST00088,PROD0134,2,3036.32,2026-07-28,2026-08-01,Delivered
ORD005967,CUST00603,PROD0038,2,8563.39,2026-03-17,2026-03-27,Delivered
ORD001410,CUST00310,PROD0030,3,429.82,2026-02-12,,Returned
ORD001286,CUST00495,PROD0092,4,1419.85,2025-12-29,,Returned
ORD002577,CUST00622,PROD0092,2,1419.85,2025-04-16,,Processing
ORD005458,CUST00011,PROD0022,4,459.17,2025-06-17,2025-06-25,Delivered
ORD002571,CUST00354,PROD0042,1,915.41,2025-02-25,2025-03-07,Delivered
ORD004268,CUST00236,PROD0058,3,4704.83,2025-02-09,,Cancelled
ORD004779,CUST00548,PROD0090,5,955.06,2025-02-11,,Shipped
ORD003104,CUST00507,PROD0017,3,4701.06,2025-08-24,,Processing
ORD005756,CUST00017,PROD0055,4,70.6,2026-05-15,2026-05-16,Delivered
ORD003174,CUST00178,PROD0146,5,9127.13,2025-06-13,2025-06-22,Delivered
ORD005503,CUST00007,PROD0044,3,1423.72,2025-11-29,2025-11-30,Delivered
ORD001708,CUST00607,PROD0031,3,2204.46,2025-04-02,,Cancelled
ORD003997,CUST00308,PROD0136,4,18573.07,2025-12-06,2025-12-16,Delivered
ORD005342,CUST00087,PROD0125,5,11796.3,2026-04-14,,Cancelled
ORD004623,CUST00459,PROD0027,3,331.1,2026-01-31,2026-02-07,Delivered
ORD002573,CUST00570,PROD0072,3,263.08,2026-05-14,2026-05-26,Delivered
ORD000637,CUST00152,PROD0122,1,993.76,2026-01-18,2026-01-23,Delivered
ORD000735,CUST00252,PROD0121,3,751.76,2025-02-16,,Shipped
ORD003337,CUST00260,PROD0087,2,13732.01,2025-09-15,2025-09-27,Delivered
ORD000536,CUST00233,PROD0074,4,2124.57,2026-01-27,2026-01-29,Delivered
ORD005126,CUST00626,PROD0010,3,11743.74,2025-03-16,,Returned
ORD004993,CUST00182,PROD0028,3,302.64,2026-03-21,2026-03-26,Delivered
ORD000451,CUST00148,PROD0042,1,915.41,2025-04-04,,Returned
ORD000996,CUST00368,PROD0050,2,3898.39,2026-06-17,2026-06-20,Delivered
ORD003395,CUST00528,PROD0039,2,5112.85,2026-02-13,2026-02-15,Delivered
ORD003062,CUST00250,PROD0076,2,32834.68,2026-07-11,2026-07-16,Delivered
ORD001125,CUST00605,PROD0095,3,6063.96,2025-03-20,2025-03-31,Delivered
ORD005948,CUST00210,PROD0135,3,7336.91,2025-06-26,,Processing
ORD004932,CUST00683,PROD0071,2,632.25,2025-12-30,,Processing
ORD000485,CUST00363,PROD0023,3,11903.15,2026-04-24,2026-05-03,Delivered
ORD004749,CUST00765,PROD0050,5,3898.39,2025-01-12,2025-01-14,Delivered
ORD004147,CUST00250,PROD0088,2,34407.7,2025-04-20,2025-04-25,Delivered
ORD001394,CUST00586,PROD0095,2,6063.96,2025-10-16,,Cancelled
ORD005611,CUST00625,PROD0079,5,2916.61,2025-06-28,,Shipped
ORD002592,CUST00226,PROD0043,4,2444.21,2025-07-14,2025-07-21,Delivered
ORD001460,CUST00653,PROD0007,3,40685.29,2026-04-23,,Cancelled
ORD004396,CUST00487,PROD0023,1,11903.15,2025-07-12,2025-07-13,Delivered
ORD004633,CUST00589,PROD0015,5,2263.06,2025-11-29,,Returned
ORD003393,CUST00043,PROD0054,5,1632.64,2025-09-27,,Returned
ORD005327,CUST00639,PROD0023,3,11903.15,2025-09-11,2025-09-13,Delivered
ORD003438,CUST00741,PROD0071,4,632.25,2025-05-04,,Shipped
ORD001835,CUST00325,PROD0095,4,6063.96,2025-06-01,,Cancelled
ORD003421,CUST00513,PROD0007,4,40685.29,2025-08-01,,Shipped
ORD002223,CUST00306,PROD0132,2,305.28,2025-07-11,2025-07-14,Delivered
ORD001929,CUST00602,PROD0109,2,854.47,2025-05-23,2025-06-03,Delivered
ORD003282,CUST00349,PROD0137,4,1360.59,2025-02-14,,Returned
ORD001275,CUST00349,PROD0143,2,1730.89,2025-11-07,,Shipped
ORD002927,CUST00610,PROD0022,2,459.17,2025-01-18,,Shipped
ORD004928,CUST00285,PROD0136,3,18573.07,2026-04-05,,Processing
ORD005272,CUST00077,PROD0139,3,4171.69,2025-01-06,,Processing
ORD001228,CUST00261,PROD0012,3,4952.6,2026-03-08,2026-03-16,Delivered
ORD004668,CUST00627,PROD0004,2,2001.32,2026-04-29,,Delivered
ORD001605,CUST00338,PROD0067,5,4271.55,2026-06-28,2026-07-01,Delivered
ORD001206,CUST00103,PROD0029,4,901.03,2025-05-06,2025-05-11,Delivered
ORD002110,CUST00393,PROD0028,1,302.64,2025-06-11,2025-06-14,Delivered
ORD005394,CUST00795,PROD0048,2,56173.09,2025-11-30,,Shipped
ORD001416,CUST00091,PROD0029,5,901.03,2025-12-04,,Delivered
ORD002782,CUST00732,PROD0095,5,6063.96,2025-06-21,2025-07-02,Delivered
ORD000820,CUST00313,PROD0078,3,12507.55,2026-05-13,2026-05-16,Delivered
ORD005851,CUST00003,PROD0057,3,1462.31,2026-06-15,,Cancelled
ORD004369,CUST00428,PROD0091,3,1751.39,2025-04-04,2025-04-10,Delivered
ORD003261,CUST00069,PROD0021,1,156.01,2025-07-24,,Cancelled
ORD003638,CUST00544,PROD0020,1,4298.98,2025-12-06,,Cancelled
ORD005207,CUST00223,PROD0121,3,751.76,2025-01-30,2025-02-06,Delivered
ORD001914,CUST00668,PROD0082,2,503.97,2026-05-07,2026-05-18,Delivered
ORD000298,CUST00432,PROD0067,5,4271.55,2026-03-10,,Processing
ORD004577,CUST00633,PROD0043,3,2444.21,2026-05-05,,Processing
ORD005263,CUST00027,PROD0123,1,21424.68,2025-06-10,,Shipped
ORD000188,CUST00125,PROD0141,3,22625.81,2026-05-01,2026-05-13,Delivered
ORD000194,CUST00215,PROD0024,5,1123.83,2025-03-18,,Shipped
ORD003191,CUST00043,PROD0045,3,1228.68,2025-11-03,,Processing
ORD005298,CUST00026,PROD0049,2,191.03,2026-06-12,,Cancelled
ORD005397,CUST00672,PROD0070,1,10505.06,2025-10-19,,Cancelled
ORD000160,CUST00288,PROD0065,2,9361.22,2026-04-23,,Cancelled
ORD003896,CUST00672,PROD0035,3,4733.42,2025-07-02,,Cancelled
ORD002300,CUST00142,PROD0056,5,861.22,2025-07-10,,Processing
ORD000933,CUST00451,PROD0130,3,314.99,2026-02-24,2026-03-01,Delivered
ORD002690,CUST00236,PROD0016,2,59834.55,2025-04-28,2025-05-06,Delivered
ORD003221,CUST00401,PROD0104,1,1042.65,2025-01-31,2025-02-05,Delivered
ORD003222,CUST00134,PROD0120,4,418.7,2025-05-31,2025-06-05,Delivered
ORD005491,CUST00169,PROD0093,1,513.19,2025-11-10,,Shipped
ORD002018,CUST00101,PROD0009,3,390.58,2025-06-10,2025-06-16,Delivered
ORD003276,CUST00052,PROD0095,1,6063.96,2025-05-13,2025-05-24,Delivered
ORD000777,CUST00246,PROD0063,2,869.54,2025-10-29,,Cancelled
ORD003527,CUST00086,PROD0020,2,4298.98,2025-03-26,2025-04-01,Delivered
ORD005471,CUST00236,PROD0069,5,58378.98,2026-02-13,,Delivered
ORD005726,CUST00307,PROD0019,3,4410.8,2025-01-03,,Processing
ORD001407,CUST00023,PROD0125,4,11796.3,2026-02-06,,Processing
ORD000477,CUST00595,PROD0017,2,4701.06,2025-10-15,,Processing
ORD000102,CUST00644,PROD0072,1,263.08,2026-04-29,,Processing
ORD005448,CUST00378,PROD0049,5,191.03,2026-02-11,2026-02-18,Delivered
ORD001869,CUST00392,PROD0006,5,812.36,2026-05-07,2026-05-11,Delivered
ORD000755,CUST00104,PROD0006,2,812.36,2025-06-16,,Cancelled
ORD003487,CUST00631,PROD0105,2,32176.55,2026-07-19,2026-07-22,Delivered
ORD005419,CUST00028,PROD0063,5,869.54,2026-01-04,,Cancelled
ORD001300,CUST00443,PROD0026,5,4912.92,2026-05-20,,Shipped
ORD001088,CUST00264,PROD0071,2,632.25,2026-01-29,2026-02-01,Delivered
ORD004114,CUST00182,PROD0129,4,17176.36,2025-02-28,,Shipped
ORD004073,CUST00107,PROD0121,5,751.76,2025-09-28,2025-10-07,Delivered
ORD005576,CUST00130,PROD0111,3,42616.44,2025-11-26,,Delivered
ORD001962,CUST00242,PROD0043,2,2444.21,2025-01-18,2025-01-20,Delivered
ORD005354,CUST00795,PROD0016,2,59834.55,2025-10-17,,Shipped
ORD003770,CUST00536,PROD0093,3,513.19,2026-03-29,,Returned
ORD002995,CUST00168,PROD0108,5,4953.1,2025-01-24,,Cancelled
ORD005454,CUST00611,PROD0141,3,22625.81,2026-02-27,,Returned
ORD005110,CUST00089,PROD0078,1,12507.55,2025-06-05,,Shipped
ORD002359,CUST00215,PROD0021,3,156.01,2025-03-07,2025-03-10,Delivered
ORD005091,CUST00704,PROD0078,3,12507.55,2025-11-28,,Cancelled
ORD002382,CUST00335,PROD0024,2,1123.83,2025-07-13,2025-07-18,Delivered
ORD002541,CUST00085,PROD0045,5,1228.68,2026-01-03,2026-01-09,Delivered
ORD005190,CUST00607,PROD0018,1,18955.94,2025-06-27,,Cancelled
ORD000899,CUST00271,PROD0083,3,385.32,2026-06-23,,Returned
ORD003962,CUST00262,PROD0137,1,1360.59,2025-04-13,,Cancelled
ORD002714,CUST00432,PROD0105,4,32176.55,2026-03-28,2026-04-08,Delivered
ORD001900,CUST00254,PROD0013,3,39659.48,2025-05-01,,Returned
ORD004812,CUST00704,PROD0131,4,6853.95,2025-06-12,,Shipped
ORD003203,CUST00796,PROD0115,1,55563.32,2025-05-16,2025-05-23,Delivered
ORD004250,CUST00520,PROD0023,5,11903.15,2025-02-19,,Returned
ORD002240,CUST00275,PROD0132,5,305.28,2025-03-09,2025-03-14,Delivered
ORD004741,CUST00223,PROD0110,1,1192.79,2025-11-03,2025-11-07,Delivered
ORD003917,CUST00637,PROD0091,2,1751.39,2026-04-02,,Shipped
ORD004937,CUST00246,PROD0030,3,429.82,2025-02-01,2025-02-12,Delivered
ORD002679,CUST00184,PROD0003,2,14338.6,2026-01-12,2026-01-15,Delivered
ORD001971,CUST00701,PROD0134,3,3036.32,2026-02-19,,Cancelled
ORD004253,CUST00765,PROD0062,1,25032.52,2025-07-24,,Cancelled
ORD002899,CUST00315,PROD0060,1,7402.46,2025-01-13,2025-01-19,Delivered
ORD001659,CUST00544,PROD0020,3,4298.98,2026-07-24,2026-08-05,Delivered
ORD000763,CUST00781,PROD0064,5,3664.82,2026-03-14,2026-03-23,Delivered
ORD005443,CUST00256,PROD0093,2,513.19,2025-02-13,2025-02-17,Delivered
ORD002610,CUST00057,PROD0047,1,26286.3,2025-09-03,,Returned
ORD001090,CUST00047,PROD0020,5,4298.98,2025-12-18,,Returned
ORD003088,CUST00698,PROD0087,3,13732.01,2025-12-03,2025-12-10,Delivered
ORD004973,CUST00009,PROD0124,3,2908.87,2025-06-02,,Shipped
ORD004124,CUST00367,PROD0056,1,861.22,2026-07-09,,Processing
ORD005625,CUST00371,PROD0143,1,1730.89,2026-04-13,2026-04-25,Delivered
ORD002930,CUST00725,PROD0120,5,418.7,2025-11-04,2025-11-15,Delivered
ORD002047,CUST00532,PROD0127,5,919.23,2026-04-14,,Processing
ORD004678,CUST00505,PROD0034,2,2546.45,2025-03-04,,Cancelled
ORD004956,CUST00704,PROD0032,4,1176.78,2026-07-26,2026-08-01,Delivered
ORD001207,CUST00065,PROD0024,1,1123.83,2026-05-22,2026-05-29,Delivered
ORD002309,CUST00440,PROD0085,2,4763.96,2026-04-25,,Returned
ORD003731,CUST00292,PROD0013,4,39659.48,2026-07-10,2026-07-16,Delivered
ORD001679,CUST00047,PROD0075,4,209.7,2025-01-30,,Shipped
ORD003877,CUST00666,PROD0045,3,1228.68,2025-09-13,2025-09-20,Delivered
ORD004664,CUST00674,PROD0150,1,2716.88,2026-02-23,,Cancelled
ORD003002,CUST00772,PROD0030,2,429.82,2025-04-20,2025-04-30,Delivered
ORD004587,CUST00303,PROD0018,5,18955.94,2026-01-24,,Shipped
ORD002701,CUST00086,PROD0053,3,379.38,2025-07-07,,Cancelled
ORD004060,CUST00752,PROD0046,5,51.86,2025-11-17,2025-11-24,Delivered
ORD001705,CUST00240,PROD0139,5,4171.69,2025-11-19,2025-12-01,Delivered
ORD003036,CUST00633,PROD0067,2,4271.55,2026-01-21,2026-02-01,Delivered
ORD003815,CUST00762,PROD0065,4,9361.22,2025-11-17,,Cancelled
ORD004778,CUST00711,PROD0088,4,34407.7,2026-03-19,2026-03-30,Delivered
ORD002802,CUST00170,PROD0092,5,1419.85,2025-04-17,2025-04-26,Delivered
ORD001470,CUST00188,PROD0004,4,2001.32,2026-03-03,2026-03-07,Delivered
ORD000195,CUST00584,PROD0060,4,7402.46,2025-10-31,,Returned
ORD000411,CUST00674,PROD0051,5,1399.76,2026-06-21,2026-06-23,Delivered
ORD005341,CUST00721,PROD0138,3,3519.99,2025-05-21,,Processing
ORD005793,CUST00239,PROD0117,4,430.76,2025-07-28,,Processing
ORD000387,CUST00076,PROD0066,1,4931.77,2026-01-11,2026-01-12,Delivered
ORD001336,CUST00401,PROD0113,2,974.15,2025-10-17,,Processing
ORD003963,CUST00055,PROD0141,3,22625.81,2025-11-17,,Returned
ORD001330,CUST00566,PROD0078,2,12507.55,2025-01-22,2025-01-26,Delivered
ORD000549,CUST00632,PROD0028,4,302.64,2025-09-23,2025-09-25,Delivered
ORD001389,CUST00373,PROD0054,4,1632.64,2026-06-16,,Processing
ORD001965,CUST00465,PROD0070,5,10505.06,2025-01-22,2025-01-29,Delivered
ORD005549,CUST00076,PROD0127,2,919.23,2026-04-05,2026-04-16,Delivered
ORD002700,CUST00749,PROD0100,2,7797.29,2025-03-28,2025-04-06,Delivered
ORD000565,CUST00507,PROD0030,0,429.82,2025-08-14,2025-08-21,Delivered
ORD004655,CUST00042,PROD0135,4,7336.91,2025-02-08,,Shipped
ORD005162,CUST00326,PROD0123,1,21424.68,2025-08-03,2025-08-08,Delivered
ORD003922,CUST00536,PROD0054,2,1632.64,2025-03-02,2025-03-03,Delivered
ORD004551,CUST00761,PROD0068,4,1375.21,2026-05-27,2026-05-30,Delivered
ORD003833,CUST00031,PROD0135,5,7336.91,2025-02-24,,Delivered
ORD000339,CUST00796,PROD0138,2,3519.99,2025-10-19,,Processing
ORD005920,CUST00726,PROD0024,3,1123.83,2025-01-02,,Returned
ORD004481,CUST00551,PROD0122,3,993.76,2026-04-17,,Processing
ORD002328,CUST00729,PROD0078,5,12507.55,2025-04-17,,Shipped
ORD004220,CUST00776,PROD0014,3,1289.47,2025-06-05,,Shipped
ORD002662,CUST00332,PROD0124,2,2908.87,2025-03-23,2025-03-26,Delivered
ORD004283,CUST00448,PROD0037,3,1155.64,2026-05-13,2026-05-18,Delivered
ORD003204,CUST00505,PROD0079,1,2916.61,2025-12-27,2026-01-08,Delivered
ORD000614,CUST00648,PROD0040,2,2990.7,2025-09-01,2025-09-07,Delivered
ORD005965,CUST00771,PROD0057,2,1462.31,2025-11-04,,Returned
ORD005230,CUST00634,PROD0150,1,2716.88,2025-05-24,,Delivered
ORD002019,CUST00320,PROD0065,4,9361.22,2025-07-11,,Returned
ORD001660,CUST00462,PROD0016,4,59834.55,2025-05-24,,Returned
ORD004799,CUST00677,PROD0070,3,10505.06,2025-08-20,,Shipped
ORD000503,CUST00722,PROD0119,3,2603.43,2026-07-23,,Returned
ORD005136,CUST00583,PROD0082,2,503.97,2025-11-16,,Delivered
ORD003806,CUST00141,PROD0129,4,17176.36,2025-05-25,2025-06-04,Delivered
ORD002433,CUST00329,PROD0002,5,2472.29,2025-01-16,,Returned
ORD003600,CUST00593,PROD0101,4,782.0,2026-07-15,2026-07-22,Delivered
ORD001058,CUST00568,PROD0132,3,305.28,2025-02-22,,Returned
ORD002848,CUST00711,PROD0088,1,34407.7,2025-01-30,2025-01-31,Delivered
ORD004522,CUST00780,PROD0018,5,18955.94,2026-02-28,2026-03-05,Delivered
ORD003281,CUST00286,PROD0094,2,1211.97,2025-04-25,,Delivered
ORD004161,CUST00026,PROD0021,2,156.01,2025-01-22,2025-02-03,Delivered
ORD004137,CUST00427,PROD0048,4,56173.09,2025-03-13,2025-03-21,Delivered
ORD004460,CUST00785,PROD0138,3,3519.99,2025-01-15,2025-01-27,Delivered
ORD005720,CUST00072,PROD0039,5,5112.85,2025-01-15,2025-01-27,Delivered
ORD000515,CUST00673,PROD0125,4,11796.3,2025-05-20,2025-05-31,Delivered
ORD002415,CUST00325,PROD0109,1,854.47,2025-08-21,,Cancelled
ORD002761,CUST00209,PROD0084,4,317.91,2026-02-16,,Cancelled
ORD003006,CUST00551,PROD0003,1,14338.6,2025-03-20,,Returned
ORD000016,CUST00502,PROD0102,1,133.37,2025-07-22,,Cancelled
ORD005850,CUST00138,PROD0142,1,1821.04,2025-02-19,,Cancelled
ORD003778,CUST00724,PROD0141,2,22625.81,2026-02-11,2026-02-17,Delivered
ORD005274,CUST00608,PROD0113,2,974.15,2025-09-12,,Cancelled
ORD001143,CUST00017,PROD0055,4,70.6,2025-02-27,,Cancelled
ORD002757,CUST00699,PROD0077,1,2052.65,2025-04-17,2025-04-26,Delivered
ORD001372,CUST00654,PROD0050,5,3898.39,2025-10-28,,Processing
ORD004377,CUST00694,PROD0099,5,14295.1,2026-04-28,2026-05-02,Delivered
ORD002286,CUST00430,PROD0126,2,8384.51,2026-05-27,,Cancelled
ORD003335,CUST00542,PROD0066,4,4931.77,2025-04-14,2025-04-17,Delivered
ORD000998,CUST00092,PROD0124,5,2908.87,2025-09-04,2025-09-07,Delivered
ORD003001,CUST00043,PROD0013,1,39659.48,2025-04-02,2025-04-03,Delivered
ORD004887,CUST00655,PROD0149,2,5764.99,2025-07-11,2025-07-15,Delivered
ORD001502,CUST00474,PROD0101,5,782.0,2025-03-15,,Returned
ORD001097,CUST00219,PROD0144,4,4806.1,2026-02-15,,Shipped
ORD002285,CUST00775,PROD0073,5,34399.58,2026-06-22,,Cancelled
ORD005051,CUST00204,PROD0103,3,11738.74,2026-03-21,,Returned
ORD005475,CUST00111,PROD0042,4,915.41,2026-04-17,2026-04-23,Delivered
ORD001397,CUST00575,PROD0036,3,559.64,2025-04-30,2025-05-12,Delivered
ORD005221,CUST00063,PROD0086,2,1450.41,2026-06-05,,Delivered
ORD001399,CUST00289,PROD0117,5,430.76,2025-03-17,2025-03-24,Delivered
ORD003490,CUST00364,PROD0074,4,2124.57,2026-07-16,,Cancelled
ORD001101,CUST00264,PROD0075,1,209.7,2025-06-01,2025-06-06,Delivered
ORD005206,CUST00317,PROD0118,3,828.66,2025-07-22,,Processing
ORD000207,CUST00247,PROD0130,4,314.99,2026-05-23,2026-05-31,Delivered
ORD005890,CUST00521,PROD0134,5,3036.32,2025-12-19,2025-12-21,Delivered
ORD003113,CUST00422,PROD0139,3,4171.69,2026-03-20,2026-03-29,Delivered
ORD003953,CUST00642,PROD0046,2,51.86,2026-07-05,2026-07-15,Delivered
ORD003863,CUST00052,PROD0148,3,985.06,2025-04-16,,Returned
ORD003589,CUST00175,PROD0097,3,166.92,2026-05-20,,Processing
ORD004835,CUST00655,PROD0099,4,14295.1,2025-12-28,2025-12-29,Delivered
ORD001553,CUST00449,PROD0046,4,51.86,2026-05-28,2026-06-07,Delivered
ORD003330,CUST00143,PROD0081,5,4820.76,2026-05-13,2026-05-15,Delivered
ORD005022,CUST00534,PROD0038,1,8563.39,2026-06-25,2026-06-28,Delivered
ORD004284,CUST00672,PROD0057,3,1462.31,2025-03-22,2025-03-26,Delivered
ORD002828,CUST00160,PROD0089,2,16755.29,2025-11-17,,Cancelled
ORD000826,CUST00030,PROD0100,2,7797.29,2026-02-09,2026-02-20,Delivered
ORD004682,CUST00660,PROD0011,4,1483.6,2025-08-21,2025-08-28,Delivered
ORD005432,CUST00658,PROD0082,4,503.97,2025-01-15,2025-01-27,Delivered
ORD003058,CUST00102,PROD0008,2,545.71,2026-06-24,2026-06-27,Delivered
ORD005792,CUST00755,PROD0050,4,3898.39,2025-08-21,,Shipped
ORD000776,CUST00567,PROD0114,4,1292.66,2026-04-28,,Returned
ORD000878,CUST00329,PROD0033,3,5639.02,2026-03-23,,Processing
ORD002809,CUST00638,PROD0143,3,1730.89,2025-07-16,,Shipped
ORD000869,CUST00096,PROD0088,1,34407.7,2025-12-08,2025-12-10,Delivered
ORD005515,CUST00203,PROD0102,4,133.37,2026-04-09,,Shipped
ORD004331,CUST00501,PROD0143,5,1730.89,2025-05-24,2025-06-02,Delivered
ORD002869,CUST00216,PROD0137,2,1360.59,2026-05-01,2026-05-12,Delivered
ORD005182,CUST00393,PROD0117,1,430.76,2025-05-24,,Returned
ORD000427,CUST00721,PROD0091,3,1751.39,2025-11-06,,Shipped
ORD000462,CUST00172,PROD0149,3,5764.99,2025-02-06,,Shipped
ORD003984,CUST00744,PROD0101,3,782.0,2025-07-29,2025-08-05,Delivered
ORD005098,CUST00568,PROD0020,3,4298.98,2025-03-29,2025-04-01,Delivered
ORD004257,CUST00237,PROD0015,3,2263.06,2025-10-30,2025-11-08,Delivered
ORD003977,CUST00373,PROD0033,3,5639.02,2025-07-15,,Returned
ORD003748,CUST00390,PROD0088,2,34407.7,2025-03-08,,Returned
ORD004462,CUST00660,PROD0014,4,1289.47,2025-03-30,,Returned
ORD003130,CUST00506,PROD0083,4,385.32,2025-10-15,2025-10-26,Delivered
ORD002104,CUST00204,PROD0090,3,955.06,2026-04-09,2026-04-10,Delivered
ORD001479,CUST00340,PROD0106,2,3327.3,2025-07-12,2025-07-15,Delivered
ORD002295,CUST00540,PROD0119,3,2603.43,2025-09-24,,Shipped
ORD005553,CUST00318,PROD0023,5,11903.15,2025-11-05,,Cancelled
ORD005731,CUST00364,PROD0086,2,1450.41,2026-06-08,2026-06-20,Delivered
ORD004321,CUST00203,PROD0033,1,5639.02,2025-05-05,,Delivered
ORD005315,CUST00269,PROD0141,5,22625.81,2025-08-25,2025-08-27,Delivered
ORD004506,CUST00065,PROD0021,3,156.01,2026-03-17,,Returned
ORD003811,CUST00287,PROD0098,2,648.17,2026-05-22,2026-06-03,Delivered
ORD000544,CUST00432,PROD0076,4,32834.68,2025-03-19,,Returned
ORD001656,CUST00776,PROD0058,2,4704.83,2026-07-08,,Cancelled
ORD000470,CUST00707,PROD0055,1,70.6,2025-07-26,,Shipped
ORD001020,CUST00271,PROD0014,1,1289.47,2026-06-12,,Processing
ORD002453,CUST00311,PROD0130,3,314.99,2026-06-11,,Cancelled
ORD000274,CUST00795,PROD0046,5,51.86,2025-05-30,,Processing
ORD000846,CUST00283,PROD0018,3,18955.94,2025-04-02,2025-04-05,Delivered
ORD003171,CUST00613,PROD0109,1,854.47,2026-07-13,,Returned
ORD002281,CUST00731,PROD0086,1,1450.41,2025-05-20,2025-05-21,Delivered
ORD001210,CUST00029,PROD0046,5,51.86,2025-02-02,,Processing
ORD004652,CUST00580,PROD0126,5,8384.51,2026-07-23,2026-07-24,Delivered
ORD003619,CUST00730,PROD0137,3,1360.59,2025-04-23,2025-04-30,Delivered
ORD003320,CUST00502,PROD0039,2,5112.85,2026-05-20,,Returned
ORD000967,CUST00307,PROD0117,3,430.76,2026-01-20,,Returned
ORD005978,CUST00027,PROD0093,4,513.19,2025-04-30,2025-05-11,Delivered
ORD002121,CUST00522,PROD0140,1,899.29,2025-11-26,2025-12-07,Delivered
ORD001509,CUST00233,PROD0042,3,915.41,2025-05-12,,Cancelled
ORD003388,CUST00366,PROD0115,5,55563.32,2025-11-27,2025-12-08,Delivered
ORD003161,CUST00169,PROD0106,4,3327.3,2025-02-04,2025-02-08,Delivered
ORD000665,CUST00754,PROD0027,2,331.1,2025-03-08,2025-03-14,Delivered
ORD002598,CUST00318,PROD0118,2,828.66,2026-01-10,,Processing
ORD003687,CUST00769,PROD0138,3,3519.99,2025-09-28,2025-10-10,Delivered
ORD002490,CUST00325,PROD0142,1,1821.04,2026-01-13,2026-01-21,Delivered
ORD001552,CUST00377,PROD0053,5,379.38,2026-04-18,2026-04-29,Delivered
ORD002739,CUST00139,PROD0005,3,560.65,2026-05-30,,Returned
ORD003941,CUST00207,PROD0079,4,2916.61,2025-11-11,2025-11-15,Delivered
ORD000092,CUST00302,PROD0057,2,1462.31,2025-07-22,,Processing
ORD002371,CUST00624,PROD0146,1,9127.13,2026-04-02,2026-04-14,Delivered
ORD002767,CUST00266,PROD0135,1,7336.91,2025-06-14,2025-06-16,Delivered
ORD002249,CUST00293,PROD0048,2,56173.09,2026-01-13,,Shipped
ORD004063,CUST00743,PROD0062,3,25032.52,2025-12-31,,Cancelled
ORD003211,CUST00132,PROD0150,1,2716.88,2025-05-13,,Shipped
ORD003494,CUST00620,PROD0129,1,17176.36,2025-04-14,2025-04-26,Delivered
ORD001771,CUST00404,PROD0051,2,1399.76,2026-02-26,,Returned
ORD000009,CUST00287,PROD0119,5,2603.43,2026-05-28,,Processing
ORD005430,CUST00429,PROD0048,1,56173.09,2025-04-26,,Processing
ORD003838,CUST00445,PROD0015,2,2263.06,2026-05-03,,Processing
ORD003287,CUST00597,PROD0090,5,955.06,2025-08-05,,Shipped
ORD002658,CUST00190,PROD0041,1,543.32,2025-03-14,,Returned
ORD001686,CUST00327,PROD0087,4,13732.01,2026-01-06,,Delivered
ORD004691,CUST00424,PROD0014,1,1289.47,2026-07-11,,Shipped
ORD003394,CUST00182,PROD0053,5,379.38,2025-01-24,2025-02-04,Delivered
ORD002089,CUST00170,PROD0063,5,869.54,2026-06-27,,Returned
ORD001046,CUST00517,PROD0070,5,10505.06,2025-04-12,2025-04-18,Delivered
ORD003124,CUST00544,PROD0068,3,1375.21,2025-02-23,,Processing
ORD001288,CUST00324,PROD0078,2,12507.55,2026-06-09,2026-06-19,Delivered
ORD001263,CUST00124,PROD0012,1,4952.6,2025-10-25,2025-10-28,Delivered
ORD000217,CUST00030,PROD0028,3,302.64,2025-07-20,2025-07-27,Delivered
ORD001793,CUST00234,PROD0082,5,503.97,2025-04-27,2025-04-29,Delivered
ORD001736,CUST00248,PROD0100,2,7797.29,2026-01-16,2026-01-19,Delivered
ORD002234,CUST00407,PROD0146,2,9127.13,2025-03-16,2025-03-18,Delivered
ORD003003,CUST00475,PROD0143,4,1730.89,2025-02-16,,Cancelled
ORD001809,CUST00550,PROD0116,3,8033.73,2026-05-07,,Returned
ORD005234,CUST00055,PROD0027,4,331.1,2025-10-31,2025-11-11,Delivered
ORD005516,CUST00611,PROD0009,1,390.58,2025-03-11,2025-03-16,Delivered
